"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00126392","3.0","SRS085691","MGYS00000355","metagenomic",,"SRR062164",
"MGYA00103996","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868041",
"MGYA00083503","3.0","ERS1372611","MGYS00001282","metagenomic",,"ERR1664721",
"MGYA00104130","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694111",
"MGYA00083109","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662214",
"MGYA00083274","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662409",
"MGYA00083202","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662221",
"MGYA00104112","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694156",
"MGYA00104085","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694120",
"MGYA00133867","3.0","ERS488673","MGYS00001918","metagenomic",,"ERR594368",
"MGYA00126395","3.0","SRS085682","MGYS00000355","metagenomic",,"SRR062155",
"MGYA00083165","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662391",
"MGYA00083391","3.0","ERS1372605","MGYS00001282","metagenomic",,"ERR1664686",
"MGYA00083176","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662185",
"MGYA00104211","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694190",
"MGYA00083284","3.0","ERS1370019","MGYS00001282","metagenomic",,"ERR1662234",
"MGYA00083311","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662292",
"MGYA00098670","3.0","ERS903626","MGYS00001488","metagenomic",,"ERR1055655",
"MGYA00096489","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801662",
"MGYA00083281","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662334",
"MGYA00083182","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662204",
"MGYA00134815","3.0","SRS981333","MGYS00001932","metagenomic",,"SRR2090059",
"MGYA00083229","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662487",
"MGYA00083134","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662295",
"MGYA00134822","3.0","SRS981294","MGYS00001932","metagenomic",,"SRR2090116",
"MGYA00100664","3.0","ERS1286107","MGYS00001512","metagenomic",,"ERR1560022",
"MGYA00083158","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662366",
"MGYA00098666","3.0","ERS903623","MGYS00001488","metagenomic",,"ERR1055652",
"MGYA00098665","3.0","ERS903636","MGYS00001488","metagenomic",,"ERR1055665",
"MGYA00103950","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868095",
"MGYA00100707","3.0","ERS1115621","MGYS00001519","metagenomic",,"ERR1358765",
"MGYA00083404","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664684",
"MGYA00102617","3.0","SRS1044018","MGYS00001539","metagenomic",,"SRR2135766",
"MGYA00083480","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662331",
"MGYA00102571","3.0","SRS1043981","MGYS00001539","metagenomic",,"SRR2135755",
"MGYA00083251","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662482",
"MGYA00083378","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662531",
"MGYA00083161","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662493",
"MGYA00083261","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662500",
"MGYA00083167","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662484",
"MGYA00098673","3.0","ERS903632","MGYS00001488","metagenomic",,"ERR1055661",
"MGYA00104113","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694184",
"MGYA00126397","3.0","SRS085723","MGYS00000355","metagenomic",,"SRR062196",
"MGYA00083351","3.0","ERS1372609","MGYS00001282","metagenomic",,"ERR1664713",
"MGYA00102596","3.0","SRS1044010","MGYS00001539","metagenomic",,"SRR2135685",
"MGYA00083408","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662511",
"MGYA00126367","3.0","SRS085692","MGYS00000355","metagenomic",,"SRR062165",
"MGYA00083452","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662307",
"MGYA00104146","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694168",
"MGYA00104100","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694141",
"MGYA00126458","3.0","SRS085662","MGYS00000355","metagenomic",,"SRR062131",
"MGYA00100632","3.0","ERS1286099","MGYS00001512","metagenomic",,"ERR1560014",
"MGYA00126470","3.0","SRS085672","MGYS00000355","metagenomic",,"SRR062145",
"MGYA00103335","3.0","ERS1568979","MGYS00000991","metagenomic",,"ERR1855273",
"MGYA00126385","3.0","SRS085746","MGYS00000355","metagenomic",,"SRR062221",
"MGYA00104098","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694113",
"MGYA00102615","3.0","SRS1043998","MGYS00001539","metagenomic",,"SRR2135728",
"MGYA00134818","3.0","SRS981283","MGYS00001932","metagenomic",,"SRR2090127",
"MGYA00083187","3.0","ERS1372607","MGYS00001282","metagenomic",,"ERR1664700",
"MGYA00100645","3.0","ERS1286110","MGYS00001512","metagenomic",,"ERR1560025",
"MGYA00126398","3.0","SRS085775","MGYS00000355","metagenomic",,"SRR062252",
"MGYA00133822","3.0","ERS492657","MGYS00001918","metagenomic",,"ERR599380",
"MGYA00100659","3.0","ERS1286201","MGYS00001512","metagenomic",,"ERR1560100",
"MGYA00103331","3.0","ERS1568973","MGYS00000991","metagenomic",,"ERR1855280",
"MGYA00100661","3.0","ERS1286100","MGYS00001512","metagenomic",,"ERR1560015",
"MGYA00098672","3.0","ERS903628","MGYS00001488","metagenomic",,"ERR1055657",
"MGYA00083171","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662455",
"MGYA00126424","3.0","SRS085736","MGYS00000355","metagenomic",,"SRR062209",
"MGYA00104109","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694193",
"MGYA00083415","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662450",
"MGYA00098671","3.0","ERS903639","MGYS00001488","metagenomic",,"ERR1055668",
"MGYA00104131","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694165",
"MGYA00083115","3.0","ERS1372603","MGYS00001282","metagenomic",,"ERR1664672",
"MGYA00126431","3.0","SRS085698","MGYS00000355","metagenomic",,"SRR062171",
"MGYA00100650","3.0","ERS1286734","MGYS00001512","metagenomic",,"ERR1560213",
"MGYA00126386","3.0","SRS085690","MGYS00000355","metagenomic",,"SRR062163",
"MGYA00102606","3.0","SRS1044013","MGYS00001539","metagenomic",,"SRR2135681",
"MGYA00083260","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662499",
"MGYA00083403","3.0","ERS1372611","MGYS00001282","metagenomic",,"ERR1664724",
"MGYA00104208","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694197",
"MGYA00126456","3.0","SRS085678","MGYS00000355","metagenomic",,"SRR062151",
"MGYA00126447","3.0","SRS085748","MGYS00000355","metagenomic",,"SRR062223",
"MGYA00083279","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662513",
"MGYA00126329","3.0","SRS085747","MGYS00000355","metagenomic",,"SRR062222",
"MGYA00103357","3.0","ERS1568967","MGYS00000991","metagenomic",,"ERR1855286",
"MGYA00096450","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801670",
"MGYA00098658","3.0","ERS903634","MGYS00001488","metagenomic",,"ERR1055663",
"MGYA00100643","3.0","ERS1286103","MGYS00001512","metagenomic",,"ERR1560018",
"MGYA00083190","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662474",
"MGYA00126357","3.0","SRS085671","MGYS00000355","metagenomic",,"SRR062144",
"MGYA00102619","3.0","SRS1044033","MGYS00001539","metagenomic",,"SRR2135712",
"MGYA00083493","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662379",
"MGYA00104121","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694188",
"MGYA00104212","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694149",
"MGYA00083458","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662483",
"MGYA00126444","3.0","SRS085737","MGYS00000355","metagenomic",,"SRR062210",
"MGYA00083343","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662195",
"MGYA00083116","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662412",
"MGYA00102626","3.0","SRS1044022","MGYS00001539","metagenomic",,"SRR2135758",
"MGYA00133904","3.0","ERS488737","MGYS00001918","metagenomic",,"ERR594369",
"MGYA00100743","3.0","ERS955807","MGYS00001522","metagenomic",,"ERR1111518",
"MGYA00103978","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868113",
"MGYA00100637","3.0","ERS1286104","MGYS00001512","metagenomic",,"ERR1560019",
"MGYA00083328","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662274",
"MGYA00083357","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662226",
"MGYA00133892","3.0","ERS490142","MGYS00001918","metagenomic",,"ERR594362",
"MGYA00083419","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662520",
"MGYA00098661","3.0","ERS903630","MGYS00001488","metagenomic",,"ERR1055659",
"MGYA00083346","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662407",
"MGYA00103342","3.0","ERS1568988","MGYS00000991","metagenomic",,"ERR1855291",
"MGYA00084048","3.0","ERS1418477","MGYS00001291","metagenomic",,"ERR1698986",
"MGYA00083104","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662300",
"MGYA00103367","3.0","ERS1568995","MGYS00000991","metagenomic",,"ERR1855249",
"MGYA00102572","3.0","SRS1043986","MGYS00001539","metagenomic",,"SRR2135749",
"MGYA00083344","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662192",
"MGYA00083326","3.0","ERS1372607","MGYS00001282","metagenomic",,"ERR1664704",
"MGYA00102580","3.0","SRS1043975","MGYS00001539","metagenomic",,"SRR2135764",
"MGYA00083506","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662361",
"MGYA00083147","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662278",
"MGYA00126383","3.0","SRS086232","MGYS00000355","metagenomic",,"SRR063385",
"MGYA00083185","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662306",
"MGYA00083498","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662441",
"MGYA00103955","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868042",
"MGYA00103353","3.0","ERS1568962","MGYS00000991","metagenomic",,"ERR1855289",
"MGYA00083411","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662528",
"MGYA00126402","3.0","SRS086236","MGYS00000355","metagenomic",,"SRR063389",
"MGYA00133821","3.0","ERS491897","MGYS00001918","metagenomic",,"ERR599359",
"MGYA00103953","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868099",
"MGYA00083336","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662399",
"MGYA00104157","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694122",
"MGYA00103954","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868039",
"MGYA00126460","3.0","SRS085729","MGYS00000355","metagenomic",,"SRR062202",
"MGYA00083354","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662289",
"MGYA00102566","3.0","SRS1043982","MGYS00001539","metagenomic",,"SRR2135754",
"MGYA00133845","3.0","ERS478030","MGYS00001918","metagenomic",,"ERR321018",
"MGYA00126372","3.0","SRS085661","MGYS00000355","metagenomic",,"SRR062130",
"MGYA00083206","3.0","ERS1372608","MGYS00001282","metagenomic",,"ERR1664709",
"MGYA00133856","3.0","ERS489148","MGYS00001918","metagenomic",,"ERR594413",
"MGYA00103974","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868105",
"MGYA00133829","3.0","ERS490053","MGYS00001918","metagenomic",,"ERR594361",
"MGYA00102576","3.0","SRS1043984","MGYS00001539","metagenomic",,"SRR2135752",
"MGYA00083338","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662248",
"MGYA00083329","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662358",
"MGYA00103966","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868096",
"MGYA00083459","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662343",
"MGYA00083188","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662498",
"MGYA00083247","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662198",
"MGYA00083368","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662468",
"MGYA00083250","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662393",
"MGYA00083181","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662354",
"MGYA00083406","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662301",
"MGYA00100640","3.0","ERS1286205","MGYS00001512","metagenomic",,"ERR1560104",
"MGYA00133901","3.0","ERS489059","MGYS00001918","metagenomic",,"ERR594384",
"MGYA00133919","3.0","ERS490900","MGYS00001918","metagenomic",,"ERR599384",
"MGYA00083321","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664676",
"MGYA00103344","3.0","ERS1568987","MGYS00000991","metagenomic",,"ERR1855283",
"MGYA00083331","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662206",
"MGYA00134764","3.0","SRS981312","MGYS00001932","metagenomic",,"SRR2090081",
"MGYA00083143","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662530",
"MGYA00083163","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662495",
"MGYA00096458","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801661",
"MGYA00083164","3.0","ERS1372608","MGYS00001282","metagenomic",,"ERR1664708",
"MGYA00096464","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801665",
"MGYA00133859","3.0","ERS478052","MGYS00001918","metagenomic",,"ERR594405",
"MGYA00133896","3.0","ERS488929","MGYS00001918","metagenomic",,"ERR594397",
"MGYA00083460","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662297",
"MGYA00102595","3.0","SRS1044032","MGYS00001539","metagenomic",,"SRR2135716",
"MGYA00102577","3.0","SRS1044002","MGYS00001539","metagenomic",,"SRR2135723",
"MGYA00083294","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662463",
"MGYA00133891","3.0","ERS488673","MGYS00001918","metagenomic",,"ERR594370",
"MGYA00102592","3.0","SRS1044021","MGYS00001539","metagenomic",,"SRR2135760",
"MGYA00084045","3.0","ERS1418476","MGYS00001291","metagenomic",,"ERR1698985",
"MGYA00103314","3.0","ERS1568994","MGYS00000991","metagenomic",,"ERR1855248",
"MGYA00083286","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662265",
"MGYA00133854","3.0","ERS489724","MGYS00001918","metagenomic",,"ERR599376",
"MGYA00133819","3.0","ERS491016","MGYS00001918","metagenomic",,"ERR599352",
"MGYA00083418","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662480",
"MGYA00083191","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662189",
"MGYA00134809","3.0","SRS981323","MGYS00001932","metagenomic",,"SRR2090070",
"MGYA00126350","3.0","SRS085782","MGYS00000355","metagenomic",,"SRR062260",
"MGYA00133855","3.0","ERS488813","MGYS00001918","metagenomic",,"ERR594374",
"MGYA00126407","3.0","SRS085770","MGYS00000355","metagenomic",,"SRR062247",
"MGYA00083292","3.0","ERS1370019","MGYS00001282","metagenomic",,"ERR1662237",
"MGYA00083485","3.0","ERS1372606","MGYS00001282","metagenomic",,"ERR1664696",
"MGYA00083487","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662445",
"MGYA00133915","3.0","ERS492198","MGYS00001918","metagenomic",,"ERR594381",
"MGYA00083489","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662406",
"MGYA00103363","3.0","ERS1568976","MGYS00000991","metagenomic",,"ERR1855276",
"MGYA00083240","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662349",
"MGYA00083405","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662253",
"MGYA00083138","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662187",
"MGYA00134824","3.0","SRS981308","MGYS00001932","metagenomic",,"SRR2090085",
"MGYA00126414","3.0","SRS085714","MGYS00000355","metagenomic",,"SRR062187",
"MGYA00134789","3.0","SRS981284","MGYS00001932","metagenomic",,"SRR2090126",
"MGYA00083180","3.0","ERS1372611","MGYS00001282","metagenomic",,"ERR1664723",
"MGYA00083099","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662294",
"MGYA00104165","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694131",
"MGYA00102590","3.0","SRS1044028","MGYS00001539","metagenomic",,"SRR2135722",
"MGYA00083469","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662461",
"MGYA00133857","3.0","ERS493803","MGYS00001918","metagenomic",,"ERR599345",
"MGYA00083440","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662322",
"MGYA00103990","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868035",
"MGYA00126338","3.0","SRS085724","MGYS00000355","metagenomic",,"SRR062197",
"MGYA00102589","3.0","SRS1043969","MGYS00001539","metagenomic",,"SRR2135738",
"MGYA00104154","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694116",
"MGYA00096465","3.0","ERS1507287","MGYS00001432","metagenomic",,"ERR1801632",
"MGYA00133878","3.0","ERS490610","MGYS00001918","metagenomic",,"ERR594355",
"MGYA00083122","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662223",
"MGYA00100638","3.0","ERS1286105","MGYS00001512","metagenomic",,"ERR1560020",
"MGYA00104167","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694159",
"MGYA00083339","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662490",
"MGYA00096488","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801673",
"MGYA00083263","3.0","ERS1372611","MGYS00001282","metagenomic",,"ERR1664722",
"MGYA00083486","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662281",
"MGYA00083249","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662477",
"MGYA00083282","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662304",
"MGYA00083363","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662285",
"MGYA00102620","3.0","SRS1043979","MGYS00001539","metagenomic",,"SRR2135757",
"MGYA00126419","3.0","SRS085716","MGYS00000355","metagenomic",,"SRR062189",
"MGYA00102555","3.0","SRS1044015","MGYS00001539","metagenomic",,"SRR2135740",
"MGYA00103326","3.0","ERS1568997","MGYS00000991","metagenomic",,"ERR1855263",
"MGYA00126412","3.0","SRS085688","MGYS00000355","metagenomic",,"SRR062161",
"MGYA00133843","3.0","ERS492160","MGYS00001918","metagenomic",,"ERR594412",
"MGYA00083427","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662442",
"MGYA00126352","3.0","SRS085758","MGYS00000355","metagenomic",,"SRR062235",
"MGYA00096437","3.0","ERS1497412","MGYS00001430","metagenomic",,"ERR1777681",
"MGYA00103332","3.0","ERS1568991","MGYS00000991","metagenomic",,"ERR1855272",
"MGYA00083461","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662364",
"MGYA00126418","3.0","SRS085708","MGYS00000355","metagenomic",,"SRR062181",
"MGYA00104108","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694151",
"MGYA00126401","3.0","SRS085732","MGYS00000355","metagenomic",,"SRR062205",
"MGYA00083217","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662431",
"MGYA00133823","3.0","ERS477992","MGYS00001918","metagenomic",,"ERR321017",
"MGYA00133913","3.0","ERS490953","MGYS00001918","metagenomic",,"ERR594409",
"MGYA00100655","3.0","ERS1286195","MGYS00001512","metagenomic",,"ERR1560094",
"MGYA00104090","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694155",
"MGYA00131521","3.0","SRS172669","MGYS00001836","metagenomic",,"SRR107107",
"MGYA00083304","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662478",
"MGYA00104117","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694115",
"MGYA00103345","3.0","ERS1176155","MGYS00000991","metagenomic",,"ERR1424907",
"MGYA00083335","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662293",
"MGYA00133903","3.0","ERS488253","MGYS00001918","metagenomic",,"ERR599383",
"MGYA00083221","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662216",
"MGYA00083445","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662314",
"MGYA00134816","3.0","SRS981277","MGYS00001932","metagenomic",,"SRR2090062",
"MGYA00083479","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662352",
"MGYA00102623","3.0","SRS1043992","MGYS00001539","metagenomic",,"SRR2135735",
"MGYA00103967","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868107",
"MGYA00083465","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664685",
"MGYA00102613","3.0","SRS1044007","MGYS00001539","metagenomic",,"SRR2135713",
"MGYA00083155","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662446",
"MGYA00133818","3.0","ERS490285","MGYS00001918","metagenomic",,"ERR594391",
"MGYA00104190","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694138",
"MGYA00133837","3.0","ERS490704","MGYS00001918","metagenomic",,"ERR599374",
"MGYA00126353","3.0","SRS085666","MGYS00000355","metagenomic",,"SRR062139",
