"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00083471","3.0","ERS1372610","MGYS00001282","metagenomic",,"ERR1664714",
"MGYA00126380","3.0","SRS085685","MGYS00000355","metagenomic",,"SRR062158",
"MGYA00133872","3.0","ERS489113","MGYS00001918","metagenomic",,"ERR594403",
"MGYA00104104","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694183",
"MGYA00083337","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662424",
"MGYA00126361","3.0","SRS085762","MGYS00000355","metagenomic",,"SRR062239",
"MGYA00083212","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662318",
"MGYA00100635","3.0","ERS1286109","MGYS00001512","metagenomic",,"ERR1560024",
"MGYA00104198","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694192",
"MGYA00083108","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662517",
"MGYA00083290","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662336",
"MGYA00083252","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662519",
"MGYA00133921","3.0","ERS489729","MGYS00001918","metagenomic",,"ERR599371",
"MGYA00126388","3.0","SRS085731","MGYS00000355","metagenomic",,"SRR062204",
"MGYA00083215","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662232",
"MGYA00083291","3.0","ERS1372607","MGYS00001282","metagenomic",,"ERR1664701",
"MGYA00083430","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662413",
"MGYA00126363","3.0","SRS085743","MGYS00000355","metagenomic",,"SRR062217",
"MGYA00131528","3.0","SRS172668","MGYS00001836","metagenomic",,"SRR100497",
"MGYA00083376","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662429",
"MGYA00133885","3.0","ERS492941","MGYS00001918","metagenomic",,"ERR599338",
"MGYA00134800","3.0","SRS981318","MGYS00001932","metagenomic",,"SRR2090075",
"MGYA00083370","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662341",
"MGYA00083102","3.0","ERS1372607","MGYS00001282","metagenomic",,"ERR1664703",
"MGYA00103315","3.0","ERS1176154","MGYS00000991","metagenomic",,"ERR1424906",
"MGYA00103988","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868031",
"MGYA00103350","3.0","ERS1569003","MGYS00000991","metagenomic",,"ERR1855260",
"MGYA00083380","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662456",
"MGYA00102599","3.0","SRS1043978","MGYS00001539","metagenomic",,"SRR2135759",
"MGYA00126413","3.0","SRS085749","MGYS00000355","metagenomic",,"SRR062224",
"MGYA00103319","3.0","ERS1176153","MGYS00000991","metagenomic",,"ERR1424905",
"MGYA00103316","3.0","ERS1569007","MGYS00000991","metagenomic",,"ERR1855255",
"MGYA00083205","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662516",
"MGYA00103329","3.0","ERS1176150","MGYS00000991","metagenomic",,"ERR1424902",
"MGYA00133865","3.0","ERS491123","MGYS00001918","metagenomic",,"ERR599373",
"MGYA00098222","3.0","ERS510182","MGYS00001464","metagenomic",,"ERR567366",
"MGYA00083210","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662316",
"MGYA00083162","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662396",
"MGYA00083474","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662525",
"MGYA00083139","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662218",
"MGYA00133824","3.0","ERS492035","MGYS00001918","metagenomic",,"ERR599349",
"MGYA00083270","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662340",
"MGYA00134762","3.0","SRS981324","MGYS00001932","metagenomic",,"SRR2090069",
"MGYA00083462","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662388",
"MGYA00104107","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694170",
"MGYA00133828","3.0","ERS488518","MGYS00001918","metagenomic",,"ERR594375",
"MGYA00131527","3.0","SRS172668","MGYS00001836","metagenomic",,"SRR107110",
"MGYA00085841","3.0","ERS1396361","MGYS00001320","metagenomic",,"ERR1739694",
"MGYA00126346","3.0","SRS085704","MGYS00000355","metagenomic",,"SRR062177",
"MGYA00098663","3.0","ERS903620","MGYS00001488","metagenomic",,"ERR1055649",
"MGYA00083414","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662283",
"MGYA00083313","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662470",
"MGYA00126387","3.0","SRS085759","MGYS00000355","metagenomic",,"SRR062236",
"MGYA00104197","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694123",
"MGYA00133839","3.0","ERS488354","MGYS00001918","metagenomic",,"ERR594352",
"MGYA00126465","3.0","SRS085740","MGYS00000355","metagenomic",,"SRR062214",
"MGYA00083402","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662258",
"MGYA00083417","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662290",
"MGYA00083407","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662374",
"MGYA00102582","3.0","SRS1044035","MGYS00001539","metagenomic",,"SRR2135687",
"MGYA00103982","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868101",
"MGYA00083495","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662196",
"MGYA00102567","3.0","SRS1043972","MGYS00001539","metagenomic",,"SRR2135774",
"MGYA00133888","3.0","ERS489332","MGYS00001918","metagenomic",,"ERR599344",
"MGYA00134812","3.0","SRS981307","MGYS00001932","metagenomic",,"SRR2090086",
"MGYA00102827","3.0","ERS488919","MGYS00000410","metagenomic",,"ERR1701760",
"MGYA00083325","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662323",
"MGYA00083449","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662439",
"MGYA00133887","3.0","ERS489084","MGYS00001918","metagenomic",,"ERR594373",
"MGYA00103369","3.0","ERS1568993","MGYS00000991","metagenomic",,"ERR1855265",
"MGYA00133899","3.0","ERS491107","MGYS00001918","metagenomic",,"ERR594377",
"MGYA00133832","3.0","ERS488701","MGYS00001918","metagenomic",,"ERR594390",
"MGYA00083303","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662224",
"MGYA00084059","3.0","ERS1418473","MGYS00001291","metagenomic",,"ERR1698983",
"MGYA00133851","3.0","ERS491851","MGYS00001918","metagenomic",,"ERR599342",
"MGYA00083259","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664683",
"MGYA00084047","3.0","ERS1418479","MGYS00001291","metagenomic",,"ERR1698987",
"MGYA00083347","3.0","ERS1372612","MGYS00001282","metagenomic",,"ERR1664729",
"MGYA00104091","3.0","ERS614323","MGYS00001609","metagenomic",,"ERR694212",
"MGYA00103964","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868097",
"MGYA00103346","3.0","ERS1569002","MGYS00000991","metagenomic",,"ERR1855252",
"MGYA00103949","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868045",
"MGYA00103340","3.0","ERS1176157","MGYS00000991","metagenomic",,"ERR1424909",
"MGYA00083118","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662207",
"MGYA00083317","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662335",
"MGYA00133927","3.0","ERS490245","MGYS00001918","metagenomic",,"ERR599382",
"MGYA00102570","3.0","SRS1043997","MGYS00001539","metagenomic",,"SRR2135729",
"MGYA00133831","3.0","ERS489084","MGYS00001918","metagenomic",,"ERR594372",
"MGYA00083349","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662286",
"MGYA00133873","3.0","ERS490120","MGYS00001918","metagenomic",,"ERR594414",
"MGYA00133900","3.0","ERS490557","MGYS00001918","metagenomic",,"ERR594354",
"MGYA00100636","3.0","ERS1286204","MGYS00001512","metagenomic",,"ERR1560103",
"MGYA00083420","3.0","ERS1372605","MGYS00001282","metagenomic",,"ERR1664692",
"MGYA00083306","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662508",
"MGYA00103963","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868103",
"MGYA00103347","3.0","ERS1176151","MGYS00000991","metagenomic",,"ERR1424903",
"MGYA00126336","3.0","SRS085710","MGYS00000355","metagenomic",,"SRR062183",
"MGYA00134788","3.0","SRS981316","MGYS00001932","metagenomic",,"SRR2090077",
"MGYA00126341","3.0","SRS085782","MGYS00000355","metagenomic",,"SRR062261",
"MGYA00126428","3.0","SRS085781","MGYS00000355","metagenomic",,"SRR062259",
"MGYA00103327","3.0","ERS1176158","MGYS00000991","metagenomic",,"ERR1424910",
"MGYA00103334","3.0","ERS1568978","MGYS00000991","metagenomic",,"ERR1855274",
"MGYA00102591","3.0","SRS1043994","MGYS00001539","metagenomic",,"SRR2135732",
"MGYA00104141","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694139",
"MGYA00096442","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801668",
"MGYA00100651","3.0","ERS1286194","MGYS00001512","metagenomic",,"ERR1560093",
"MGYA00126376","3.0","SRS085668","MGYS00000355","metagenomic",,"SRR062141",
"MGYA00134793","3.0","SRS981327","MGYS00001932","metagenomic",,"SRR2090066",
"MGYA00133912","3.0","ERS492714","MGYS00001918","metagenomic",,"ERR599377",
"MGYA00083366","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664675",
"MGYA00126451","3.0","SRS085753","MGYS00000355","metagenomic",,"SRR062230",
"MGYA00126394","3.0","SRS085741","MGYS00000355","metagenomic",,"SRR062215",
"MGYA00096452","3.0","ERS1507287","MGYS00001432","metagenomic",,"ERR1801635",
"MGYA00083439","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664678",
"MGYA00083231","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662359",
"MGYA00083299","3.0","ERS1372606","MGYS00001282","metagenomic",,"ERR1664694",
"MGYA00104142","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694114",
"MGYA00103362","3.0","ERS1568966","MGYS00000991","metagenomic",,"ERR1855287",
"MGYA00083381","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662356",
"MGYA00083235","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662209",
"MGYA00083129","3.0","ERS1372605","MGYS00001282","metagenomic",,"ERR1664689",
"MGYA00083455","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662220",
"MGYA00133817","3.0","ERS489943","MGYS00001918","metagenomic",,"ERR594392",
"MGYA00083413","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662363",
"MGYA00133908","3.0","ERS489084","MGYS00001918","metagenomic",,"ERR594366",
"MGYA00103339","3.0","ERS1569004","MGYS00000991","metagenomic",,"ERR1855259",
"MGYA00083504","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662476",
"MGYA00102568","3.0","SRS1043967","MGYS00001539","metagenomic",,"SRR2135741",
"MGYA00083463","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662310",
"MGYA00083451","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662372",
"MGYA00084058","3.0","ERS1418480","MGYS00001291","metagenomic",,"ERR1698988",
"MGYA00083223","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662284",
"MGYA00083433","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662503",
"MGYA00083364","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662375",
"MGYA00083140","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662451",
"MGYA00133835","3.0","ERS493718","MGYS00001918","metagenomic",,"ERR599366",
"MGYA00098224","3.0","ERS510180","MGYS00001464","metagenomic",,"ERR567364",
"MGYA00104089","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694145",
"MGYA00126354","3.0","SRS085738","MGYS00000355","metagenomic",,"SRR062212",
"MGYA00100646","3.0","ERS1286206","MGYS00001512","metagenomic",,"ERR1560105",
"MGYA00083266","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662194",
"MGYA00083177","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662428",
"MGYA00083483","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662421",
"MGYA00083382","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662502",
"MGYA00133877","3.0","ERS489285","MGYS00001918","metagenomic",,"ERR594376",
"MGYA00134763","3.0","SRS981331","MGYS00001932","metagenomic",,"SRR2090061",
"MGYA00083361","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662262",
"MGYA00098662","3.0","ERS903637","MGYS00001488","metagenomic",,"ERR1055666",
"MGYA00126396","3.0","SRS085750","MGYS00000355","metagenomic",,"SRR062225",
"MGYA00083120","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662182",
"MGYA00096448","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801658",
"MGYA00102607","3.0","SRS1044024","MGYS00001539","metagenomic",,"SRR2135745",
"MGYA00083172","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662263",
"MGYA00134759","3.0","SRS981292","MGYS00001932","metagenomic",,"SRR2090118",
"MGYA00102559","3.0","SRS1043977","MGYS00001539","metagenomic",,"SRR2135761",
"MGYA00104187","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694135",
"MGYA00126381","3.0","SRS085709","MGYS00000355","metagenomic",,"SRR062182",
"MGYA00126454","3.0","SRS085745","MGYS00000355","metagenomic",,"SRR062219",
"MGYA00126364","3.0","SRS085669","MGYS00000355","metagenomic",,"SRR062142",
"MGYA00102556","3.0","SRS1043976","MGYS00001539","metagenomic",,"SRR2135762",
"MGYA00102618","3.0","SRS1044025","MGYS00001539","metagenomic",,"SRR2135744",
"MGYA00133906","3.0","ERS492903","MGYS00001918","metagenomic",,"ERR599337",
"MGYA00133925","3.0","ERS489552","MGYS00001918","metagenomic",,"ERR599358",
"MGYA00098659","3.0","ERS903638","MGYS00001488","metagenomic",,"ERR1055667",
"MGYA00126360","3.0","SRS085744","MGYS00000355","metagenomic",,"SRR062218",
"MGYA00083098","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662319",
"MGYA00083322","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662302",
"MGYA00104185","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694169",
"MGYA00102578","3.0","SRS1043991","MGYS00001539","metagenomic",,"SRR2135736",
"MGYA00083209","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662259",
"MGYA00104193","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694163",
"MGYA00083401","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662377",
"MGYA00126434","3.0","SRS085768","MGYS00000355","metagenomic",,"SRR063771",
"MGYA00083293","3.0","ERS1372612","MGYS00001282","metagenomic",,"ERR1664728",
"MGYA00083264","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662403",
"MGYA00083257","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662475",
"MGYA00102603","3.0","SRS1044012","MGYS00001539","metagenomic",,"SRR2135683",
"MGYA00083238","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662527",
"MGYA00133879","3.0","ERS490494","MGYS00001918","metagenomic",,"ERR594379",
"MGYA00134803","3.0","SRS981334","MGYS00001932","metagenomic",,"SRR2090058",
"MGYA00126450","3.0","SRS085675","MGYS00000355","metagenomic",,"SRR062148",
"MGYA00126417","3.0","SRS085755","MGYS00000355","metagenomic",,"SRR062232",
"MGYA00126429","3.0","SRS085680","MGYS00000355","metagenomic",,"SRR062153",
"MGYA00083178","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662260",
"MGYA00083494","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662453",
"MGYA00134049","3.0","ERS1573122","MGYS00001926","metagenomic",,"ERR2021505",
"MGYA00103980","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868109",
"MGYA00083390","3.0","ERS1372607","MGYS00001282","metagenomic",,"ERR1664706",
"MGYA00083201","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662486",
"MGYA00103366","3.0","ERS1568971","MGYS00000991","metagenomic",,"ERR1855278",
"MGYA00098655","3.0","ERS903627","MGYS00001488","metagenomic",,"ERR1055656",
"MGYA00126466","3.0","SRS085799","MGYS00000355","metagenomic",,"SRR062625",
"MGYA00103312","3.0","ERS1569006","MGYS00000991","metagenomic",,"ERR1855257",
"MGYA00083110","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662504",
"MGYA00083131","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662448",
"MGYA00083114","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662337",
"MGYA00103324","3.0","ERS1568998","MGYS00000991","metagenomic",,"ERR1855264",
"MGYA00102579","3.0","SRS1044029","MGYS00001539","metagenomic",,"SRR2135720",
"MGYA00134826","3.0","SRS981332","MGYS00001932","metagenomic",,"SRR2090060",
"MGYA00083359","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662506",
"MGYA00126390","3.0","SRS085707","MGYS00000355","metagenomic",,"SRR062180",
"MGYA00083192","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662437",
"MGYA00133923","3.0","ERS488892","MGYS00001918","metagenomic",,"ERR594365",
"MGYA00102562","3.0","SRS1044005","MGYS00001539","metagenomic",,"SRR2135715",
"MGYA00126365","3.0","SRS085712","MGYS00000355","metagenomic",,"SRR062185",
"MGYA00098668","3.0","ERS903624","MGYS00001488","metagenomic",,"ERR1055653",
"MGYA00126334","3.0","SRS085651","MGYS00000355","metagenomic",,"SRR061742",
"MGYA00083103","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662382",
"MGYA00126356","3.0","SRS085761","MGYS00000355","metagenomic",,"SRR062238",
"MGYA00126384","3.0","SRS085774","MGYS00000355","metagenomic",,"SRR062251",
"MGYA00104119","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694186",
"MGYA00133846","3.0","ERS492877","MGYS00001918","metagenomic",,"ERR599367",
"MGYA00126468","3.0","SRS085780","MGYS00000355","metagenomic",,"SRR062257",
"MGYA00102575","3.0","SRS1043988","MGYS00001539","metagenomic",,"SRR2135747",
"MGYA00083203","3.0","ERS1372606","MGYS00001282","metagenomic",,"ERR1664698",
"MGYA00084055","3.0","ERS1418488","MGYS00001291","metagenomic",,"ERR1698994",
"MGYA00083200","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662191",
"MGYA00103957","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868049",
"MGYA00096453","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801666",
"MGYA00096483","3.0","ERS1507287","MGYS00001432","metagenomic",,"ERR1801633",
"MGYA00083434","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662200",
"MGYA00100649","3.0","ERS1286198","MGYS00001512","metagenomic",,"ERR1560097",
"MGYA00084051","3.0","ERS1418482","MGYS00001291","metagenomic",,"ERR1698990",
"MGYA00083426","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662522",
"MGYA00083156","3.0","ERS1372607","MGYS00001282","metagenomic",,"ERR1664705",
"MGYA00103959","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868098",
"MGYA00126379","3.0","SRS085670","MGYS00000355","metagenomic",,"SRR062143",
"MGYA00133860","3.0","ERS489904","MGYS00001918","metagenomic",,"ERR599339",
"MGYA00102608","3.0","SRS1044014","MGYS00001539","metagenomic",,"SRR2135662",
"MGYA00083100","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664679",
"MGYA00133928","3.0","ERS492342","MGYS00001918","metagenomic",,"ERR599357",
"MGYA00096451","3.0","ERS1507287","MGYS00001432","metagenomic",,"ERR1801630",
"MGYA00083315","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662252",
"MGYA00083386","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662419",
"MGYA00102587","3.0","SRS1043987","MGYS00001539","metagenomic",,"SRR2135748",
"MGYA00104114","3.0","ERS614323","MGYS00001609","metagenomic",,"ERR694207",
"MGYA00103987","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868090",
"MGYA00133858","3.0","ERS493767","MGYS00001918","metagenomic",,"ERR599355",
"MGYA00083141","3.0","ERS1372605","MGYS00001282","metagenomic",,"ERR1664691",
"MGYA00083369","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662269",
"MGYA00083428","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662267",
"MGYA00083499","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662298",
"MGYA00126423","3.0","SRS085694","MGYS00000355","metagenomic",,"SRR062167",
"MGYA00134768","3.0","SRS981278","MGYS00001932","metagenomic",,"SRR2090132",
"MGYA00104171","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694158",
"MGYA00126453","3.0","SRS085760","MGYS00000355","metagenomic",,"SRR062237",
"MGYA00131524","3.0","SRS172669","MGYS00001836","metagenomic",,"SRR100500",
"MGYA00100709","3.0","ERS1115620","MGYS00001519","metagenomic",,"ERR1358764",
"MGYA00083384","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664677",
"MGYA00083149","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662492",
"MGYA00103962","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868092",
"MGYA00104096","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694196",
"MGYA00100663","3.0","ERS1286202","MGYS00001512","metagenomic",,"ERR1560101",
"MGYA00083310","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662282",
"MGYA00083442","3.0","ERS1370019","MGYS00001282","metagenomic",,"ERR1662233",
"MGYA00102625","3.0","SRS1044023","MGYS00001539","metagenomic",,"SRR2135751",
"MGYA00104139","3.0","ERS614323","MGYS00001609","metagenomic",,"ERR694211",
"MGYA00104170","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694124",
"MGYA00126404","3.0","SRS085771","MGYS00000355","metagenomic",,"SRR062248",
"MGYA00083478","3.0","ERS1372612","MGYS00001282","metagenomic",,"ERR1664727",
"MGYA00083468","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662324",
"MGYA00133862","3.0","ERS490648","MGYS00001918","metagenomic",,"ERR599347",
"MGYA00131525","3.0","SRS172670","MGYS00001836","metagenomic",,"SRR100501",
"MGYA00104206","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694129",
"MGYA00102564","3.0","SRS1043989","MGYS00001539","metagenomic",,"SRR2135746",
"MGYA00103971","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868034",
"MGYA00134805","3.0","SRS981287","MGYS00001932","metagenomic",,"SRR2090123",
"MGYA00083425","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662515",
"MGYA00126362","3.0","SRS085674","MGYS00000355","metagenomic",,"SRR062147",
"MGYA00100662","3.0","ERS1286210","MGYS00001512","metagenomic",,"ERR1560109",
"MGYA00134047","3.0","ERS1573124","MGYS00001926","metagenomic",,"ERR2021507",
"MGYA00084046","3.0","ERS1418471","MGYS00001291","metagenomic",,"ERR1698981",
"MGYA00104162","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694112",
"MGYA00133883","3.0","ERS490452","MGYS00001918","metagenomic",,"ERR594364",
"MGYA00126333","3.0","SRS085667","MGYS00000355","metagenomic",,"SRR062140",
"MGYA00126437","3.0","SRS085677","MGYS00000355","metagenomic",,"SRR062150",
"MGYA00126422","3.0","SRS085660","MGYS00000355","metagenomic",,"SRR062129",
"MGYA00083256","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662199",
"MGYA00096454","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801659",
"MGYA00083412","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662225",
"MGYA00126432","3.0","SRS085783","MGYS00000355","metagenomic",,"SRR062262",
"MGYA00083467","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662275",
"MGYA00084057","3.0","ERS1418472","MGYS00001291","metagenomic",,"ERR1698982",
"MGYA00104191","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694147",
"MGYA00134801","3.0","SRS981326","MGYS00001932","metagenomic",,"SRR2090067",
"MGYA00083276","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662247",
"MGYA00083136","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662308",
"MGYA00083475","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662255",
"MGYA00102611","3.0","SRS1043993","MGYS00001539","metagenomic",,"SRR2135733",
"MGYA00134825","3.0","SRS981280","MGYS00001932","metagenomic",,"SRR2090130",
"MGYA00104133","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694137",
"MGYA00134790","3.0","SRS981285","MGYS00001932","metagenomic",,"SRR2090125",
"MGYA00083377","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662408",
"MGYA00083327","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662326",
"MGYA00083152","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662491",
"MGYA00098226","3.0","ERS510183","MGYS00001464","metagenomic",,"ERR567367",
"MGYA00134819","3.0","SRS981317","MGYS00001932","metagenomic",,"SRR2090076",
"MGYA00102614","3.0","SRS1043970","MGYS00001539","metagenomic",,"SRR2135777",
"MGYA00083297","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662398",
"MGYA00104106","3.0","ERS614323","MGYS00001609","metagenomic",,"ERR694213",
"MGYA00083438","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662309",
"MGYA00126457","3.0","SRS085711","MGYS00000355","metagenomic",,"SRR062184",
"MGYA00098664","3.0","ERS903625","MGYS00001488","metagenomic",,"ERR1055654",
"MGYA00103952","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868089",
"MGYA00102588","3.0","SRS1043973","MGYS00001539","metagenomic",,"SRR2135769",
"MGYA00104122","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694173",
"MGYA00126368","3.0","SRS085703","MGYS00000355","metagenomic",,"SRR062176",
"MGYA00103981","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868088",
"MGYA00083454","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662505",
"MGYA00126464","3.0","SRS085756","MGYS00000355","metagenomic",,"SRR062233",
"MGYA00102598","3.0","SRS1044009","MGYS00001539","metagenomic",,"SRR2135686",
"MGYA00133893","3.0","ERS490727","MGYS00001918","metagenomic",,"ERR599361",
"MGYA00102600","3.0","SRS1044020","MGYS00001539","metagenomic",,"SRR2135763",
"MGYA00085836","3.0","ERS1396366","MGYS00001320","metagenomic",,"ERR1739699",
"MGYA00083096","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662228",
"MGYA00083160","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662458",
"MGYA00100744","3.0","ERS955804","MGYS00001522","metagenomic",,"ERR1111515",
"MGYA00083482","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662387",
"MGYA00083216","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662426",
"MGYA00085839","3.0","ERS1396360","MGYS00001320","metagenomic",,"ERR1739693",
"MGYA00133833","3.0","ERS491930","MGYS00001918","metagenomic",,"ERR599375",
"MGYA00085838","3.0","ERS1396363","MGYS00001320","metagenomic",,"ERR1739696",
