"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00096019","3.0","ERS1069661","MGYS00001420","metagenomic",,"ERR1297819",
"MGYA00114457","3.0","ERS199233","MGYS00001705","metagenomic",,"ERR209616",
"MGYA00113734","3.0","ERS199328","MGYS00001705","metagenomic",,"ERR209776",
"MGYA00084483","3.0","ERS1374920","MGYS00001303","metagenomic",,"ERR1681528",
"MGYA00114192","3.0","ERS199082","MGYS00001705","metagenomic",,"ERR209235",
"MGYA00113732","3.0","ERS199094","MGYS00001705","metagenomic",,"ERR209280",
"MGYA00128813","3.0","ERS473256","MGYS00001799","metagenomic",,"ERR525921",
"MGYA00128832","3.0","ERS473353","MGYS00001799","metagenomic",,"ERR526018",
"MGYA00103046","3.0","ERS1138826","MGYS00001556","metagenomic",,"ERR1398121",
"MGYA00114167","3.0","ERS199228","MGYS00001705","metagenomic",,"ERR209611",
"MGYA00113564","3.0","ERS199096","MGYS00001705","metagenomic",,"ERR209294",
"MGYA00128860","3.0","ERS473123","MGYS00001799","metagenomic",,"ERR525788",
"MGYA00067583","3.0","ERS1202885","MGYS00001143","metagenomic",,"ERR1474587",
"MGYA00114565","3.0","ERS199098","MGYS00001705","metagenomic",,"ERR209302",
"MGYA00097006","3.0","ERS1509317","MGYS00001442","metagenomic",,"ERR1809131",
"MGYA00128667","3.0","ERS473095","MGYS00001799","metagenomic",,"ERR525760",
"MGYA00114223","3.0","ERS199149","MGYS00001705","metagenomic",,"ERR209475",
"MGYA00096981","3.0","ERS1509315","MGYS00001442","metagenomic",,"ERR1809119",
"MGYA00113706","3.0","ERS199117","MGYS00001705","metagenomic",,"ERR209393",
"MGYA00113596","3.0","ERS199064","MGYS00001705","metagenomic",,"ERR209198",
"MGYA00102952","3.0","ERS1138929","MGYS00001556","metagenomic",,"ERR1398119",
"MGYA00095968","3.0","ERS1069675","MGYS00001420","metagenomic",,"ERR1297706",
"MGYA00102970","3.0","ERS1138893","MGYS00001556","metagenomic",,"ERR1398238",
"MGYA00067595","3.0","ERS1202875","MGYS00001143","metagenomic",,"ERR1474577",
"MGYA00128908","3.0","ERS473356","MGYS00001799","metagenomic",,"ERR526021",
"MGYA00115124","3.0","ERS199106","MGYS00001705","metagenomic",,"ERR209347",
"MGYA00128635","3.0","ERS473089","MGYS00001799","metagenomic",,"ERR525754",
"MGYA00067598","3.0","SRS511706","MGYS00001174","metagenomic",,"SRR1044006",
"MGYA00128957","3.0","ERS473375","MGYS00001799","metagenomic",,"ERR526040",
"MGYA00067567","3.0","ERS1202865","MGYS00001143","metagenomic",,"ERR1474567",
"MGYA00114200","3.0","ERS199103","MGYS00001705","metagenomic",,"ERR209327",
"MGYA00084495","3.0","ERS1374930","MGYS00001303","metagenomic",,"ERR1681539",
"MGYA00096006","3.0","ERS1069645","MGYS00001420","metagenomic",,"ERR1297802",
"MGYA00128689","3.0","ERS473298","MGYS00001799","metagenomic",,"ERR525963",
"MGYA00114935","3.0","ERS199391","MGYS00001705","metagenomic",,"ERR209897",
"MGYA00129024","3.0","ERS473054","MGYS00001799","metagenomic",,"ERR525719",
"MGYA00114121","3.0","ERS199164","MGYS00001705","metagenomic",,"ERR209507",
"MGYA00128772","3.0","ERS473163","MGYS00001799","metagenomic",,"ERR525828",
"MGYA00114007","3.0","ERS199246","MGYS00001705","metagenomic",,"ERR209641",
"MGYA00102884","3.0","ERS1138860","MGYS00001556","metagenomic",,"ERR1398157",
"MGYA00097009","3.0","ERS1509320","MGYS00001442","metagenomic",,"ERR1809144",
"MGYA00095802","3.0","ERS1069654","MGYS00001420","metagenomic",,"ERR1297650",
"MGYA00113500","3.0","ERS199231","MGYS00001705","metagenomic",,"ERR209619",
"MGYA00113909","3.0","ERS199081","MGYS00001705","metagenomic",,"ERR209234",
"MGYA00114375","3.0","ERS199001","MGYS00001705","metagenomic",,"ERR209059",
"MGYA00128993","3.0","ERS473086","MGYS00001799","metagenomic",,"ERR525751",
"MGYA00102990","3.0","ERS1138821","MGYS00001556","metagenomic",,"ERR1398080",
"MGYA00128634","3.0","ERS473349","MGYS00001799","metagenomic",,"ERR526014",
"MGYA00102888","3.0","ERS1138819","MGYS00001556","metagenomic",,"ERR1398222",
"MGYA00128880","3.0","ERS473238","MGYS00001799","metagenomic",,"ERR525903",
"MGYA00067619","3.0","SRS512697","MGYS00001174","metagenomic",,"SRR1045095",
"MGYA00128783","3.0","ERS473064","MGYS00001799","metagenomic",,"ERR525729",
"MGYA00113770","3.0","ERS199123","MGYS00001705","metagenomic",,"ERR209417",
"MGYA00115066","3.0","ERS199205","MGYS00001705","metagenomic",,"ERR209577",
"MGYA00103058","3.0","ERS1138772","MGYS00001556","metagenomic",,"ERR1398248",
"MGYA00113977","3.0","ERS199265","MGYS00001705","metagenomic",,"ERR209667",
"MGYA00128636","3.0","ERS473393","MGYS00001799","metagenomic",,"ERR526058",
"MGYA00128652","3.0","ERS473056","MGYS00001799","metagenomic",,"ERR525721",
"MGYA00128899","3.0","ERS473358","MGYS00001799","metagenomic",,"ERR526023",
"MGYA00113810","3.0","ERS199079","MGYS00001705","metagenomic",,"ERR209230",
"MGYA00114644","3.0","ERS199008","MGYS00001705","metagenomic",,"ERR209079",
"MGYA00128805","3.0","ERS473204","MGYS00001799","metagenomic",,"ERR525869",
"MGYA00114779","3.0","ERS199174","MGYS00001705","metagenomic",,"ERR209524",
"MGYA00102921","3.0","ERS1138797","MGYS00001556","metagenomic",,"ERR1398201",
"MGYA00114711","3.0","ERS199123","MGYS00001705","metagenomic",,"ERR209418",
"MGYA00128901","3.0","ERS473104","MGYS00001799","metagenomic",,"ERR525769",
"MGYA00113599","3.0","ERS199065","MGYS00001705","metagenomic",,"ERR209201",
"MGYA00114539","3.0","ERS199253","MGYS00001705","metagenomic",,"ERR209651",
"MGYA00114428","3.0","ERS199242","MGYS00001705","metagenomic",,"ERR209630",
"MGYA00113923","3.0","ERS199291","MGYS00001705","metagenomic",,"ERR209711",
"MGYA00115097","3.0","ERS199278","MGYS00001705","metagenomic",,"ERR209686",
"MGYA00103019","3.0","ERS1138874","MGYS00001556","metagenomic",,"ERR1398120",
"MGYA00128709","3.0","ERS473182","MGYS00001799","metagenomic",,"ERR525847",
"MGYA00128773","3.0","ERS473227","MGYS00001799","metagenomic",,"ERR525892",
"MGYA00114981","3.0","ERS199340","MGYS00001705","metagenomic",,"ERR209798",
"MGYA00128866","3.0","ERS473156","MGYS00001799","metagenomic",,"ERR525821",
"MGYA00113657","3.0","ERS199334","MGYS00001705","metagenomic",,"ERR209788",
"MGYA00114601","3.0","ERS199054","MGYS00001705","metagenomic",,"ERR209179",
"MGYA00128657","3.0","ERS473406","MGYS00001799","metagenomic",,"ERR526071",
"MGYA00128774","3.0","ERS473063","MGYS00001799","metagenomic",,"ERR525728",
"MGYA00114995","3.0","ERS199105","MGYS00001705","metagenomic",,"ERR209341",
"MGYA00113878","3.0","ERS199008","MGYS00001705","metagenomic",,"ERR209077",
"MGYA00113823","3.0","ERS199091","MGYS00001705","metagenomic",,"ERR209266",
"MGYA00113873","3.0","ERS199104","MGYS00001705","metagenomic",,"ERR209332",
"MGYA00102976","3.0","ERS1138741","MGYS00001556","metagenomic",,"ERR1398173",
"MGYA00128966","3.0","ERS473155","MGYS00001799","metagenomic",,"ERR525820",
"MGYA00102902","3.0","ERS1138767","MGYS00001556","metagenomic",,"ERR1398127",
"MGYA00129025","3.0","ERS473069","MGYS00001799","metagenomic",,"ERR525734",
"MGYA00113472","3.0","ERS199304","MGYS00001705","metagenomic",,"ERR209731",
"MGYA00097013","3.0","ERS1509323","MGYS00001442","metagenomic",,"ERR1809149",
"MGYA00113757","3.0","ERS199150","MGYS00001705","metagenomic",,"ERR209476",
"MGYA00114163","3.0","ERS199097","MGYS00001705","metagenomic",,"ERR209299",
"MGYA00071202","3.0","ERS1336023","MGYS00001209","metagenomic",,"ERR1611395",
"MGYA00113972","3.0","ERS199102","MGYS00001705","metagenomic",,"ERR209321",
"MGYA00128676","3.0","ERS473382","MGYS00001799","metagenomic",,"ERR526047",
"MGYA00114640","3.0","ERS199094","MGYS00001705","metagenomic",,"ERR209285",
"MGYA00115076","3.0","ERS199011","MGYS00001705","metagenomic",,"ERR209086",
"MGYA00095916","3.0","ERS1069668","MGYS00001420","metagenomic",,"ERR1297749",
"MGYA00113900","3.0","ERS199093","MGYS00001705","metagenomic",,"ERR209278",
"MGYA00114817","3.0","ERS199125","MGYS00001705","metagenomic",,"ERR209425",
"MGYA00128767","3.0","ERS473040","MGYS00001799","metagenomic",,"ERR525705",
"MGYA00102984","3.0","ERS1138761","MGYS00001556","metagenomic",,"ERR1398169",
"MGYA00113756","3.0","ERS199139","MGYS00001705","metagenomic",,"ERR209458",
"MGYA00113946","3.0","ERS199320","MGYS00001705","metagenomic",,"ERR209762",
"MGYA00102498","3.0","ERS1546033","MGYS00001537","metagenomic",,"ERR1823589",
"MGYA00095971","3.0","ERS1069663","MGYS00001420","metagenomic",,"ERR1297683",
"MGYA00095891","3.0","ERS1069650","MGYS00001420","metagenomic",,"ERR1297766",
"MGYA00113458","3.0","ERS199227","MGYS00001705","metagenomic",,"ERR209609",
"MGYA00114265","3.0","ERS199307","MGYS00001705","metagenomic",,"ERR209737",
"MGYA00071212","3.0","ERS1336009","MGYS00001209","metagenomic",,"ERR1611381",
"MGYA00113461","3.0","ERS199117","MGYS00001705","metagenomic",,"ERR209390",
"MGYA00114495","3.0","ERS199068","MGYS00001705","metagenomic",,"ERR209207",
"MGYA00113847","3.0","ERS199245","MGYS00001705","metagenomic",,"ERR209638",
"MGYA00102495","3.0","ERS1546058","MGYS00001537","metagenomic",,"ERR1823614",
"MGYA00097002","3.0","ERS1509325","MGYS00001442","metagenomic",,"ERR1809152",
"MGYA00102945","3.0","ERS1138897","MGYS00001556","metagenomic",,"ERR1398112",
"MGYA00114919","3.0","ERS199346","MGYS00001705","metagenomic",,"ERR209811",
"MGYA00067608","3.0","SRS511713","MGYS00001174","metagenomic",,"SRR1044035",
"MGYA00128967","3.0","ERS473270","MGYS00001799","metagenomic",,"ERR525935",
"MGYA00114736","3.0","ERS199383","MGYS00001705","metagenomic",,"ERR209878",
"MGYA00114206","3.0","ERS199336","MGYS00001705","metagenomic",,"ERR209790",
"MGYA00114015","3.0","ERS199241","MGYS00001705","metagenomic",,"ERR209628",
"MGYA00128713","3.0","ERS473111","MGYS00001799","metagenomic",,"ERR525776",
"MGYA00095997","3.0","ERS1069685","MGYS00001420","metagenomic",,"ERR1297824",
"MGYA00102929","3.0","ERS1138750","MGYS00001556","metagenomic",,"ERR1398083",
"MGYA00128648","3.0","ERS473363","MGYS00001799","metagenomic",,"ERR526028",
"MGYA00114844","3.0","ERS199153","MGYS00001705","metagenomic",,"ERR209479",
"MGYA00113876","3.0","ERS199161","MGYS00001705","metagenomic",,"ERR209501",
"MGYA00128683","3.0","ERS473168","MGYS00001799","metagenomic",,"ERR525833",
"MGYA00114670","3.0","ERS199378","MGYS00001705","metagenomic",,"ERR209864",
"MGYA00114621","3.0","ERS199147","MGYS00001705","metagenomic",,"ERR209473",
"MGYA00096997","3.0","ERS1509317","MGYS00001442","metagenomic",,"ERR1809132",
"MGYA00128669","3.0","ERS473184","MGYS00001799","metagenomic",,"ERR525849",
"MGYA00113632","3.0","ERS199030","MGYS00001705","metagenomic",,"ERR209131",
"MGYA00115110","3.0","ERS199276","MGYS00001705","metagenomic",,"ERR209683",
"MGYA00128983","3.0","ERS473162","MGYS00001799","metagenomic",,"ERR525827",
"MGYA00114686","3.0","ERS199351","MGYS00001705","metagenomic",,"ERR209816",
"MGYA00114122","3.0","ERS199318","MGYS00001705","metagenomic",,"ERR209758",
"MGYA00114512","3.0","ERS199089","MGYS00001705","metagenomic",,"ERR209254",
"MGYA00128864","3.0","ERS473314","MGYS00001799","metagenomic",,"ERR525979",
"MGYA00096085","3.0","ERS1069674","MGYS00001420","metagenomic",,"ERR1297721",
"MGYA00067612","3.0","SRS512696","MGYS00001174","metagenomic",,"SRR1045094",
"MGYA00115160","3.0","ERS199010","MGYS00001705","metagenomic",,"ERR209083",
"MGYA00113830","3.0","ERS199002","MGYS00001705","metagenomic",,"ERR209061",
"MGYA00113926","3.0","ERS199136","MGYS00001705","metagenomic",,"ERR209455",
"MGYA00128888","3.0","ERS473044","MGYS00001799","metagenomic",,"ERR525709",
"MGYA00113755","3.0","ERS199376","MGYS00001705","metagenomic",,"ERR209875",
"MGYA00095952","3.0","ERS1069669","MGYS00001420","metagenomic",,"ERR1297778",
"MGYA00114256","3.0","ERS199305","MGYS00001705","metagenomic",,"ERR209734",
"MGYA00128948","3.0","ERS473154","MGYS00001799","metagenomic",,"ERR525819",
"MGYA00113997","3.0","ERS199131","MGYS00001705","metagenomic",,"ERR209449",
"MGYA00128891","3.0","ERS473142","MGYS00001799","metagenomic",,"ERR525807",
"MGYA00128941","3.0","ERS473176","MGYS00001799","metagenomic",,"ERR525841",
"MGYA00103057","3.0","ERS1138847","MGYS00001556","metagenomic",,"ERR1398235",
"MGYA00098409","3.0","ERS1510279","MGYS00001481","metagenomic",,"ERR1806506",
"MGYA00114732","3.0","ERS199347","MGYS00001705","metagenomic",,"ERR209812",
"MGYA00113567","3.0","ERS199155","MGYS00001705","metagenomic",,"ERR209482",
"MGYA00128782","3.0","ERS473190","MGYS00001799","metagenomic",,"ERR525855",
"MGYA00113685","3.0","ERS199036","MGYS00001705","metagenomic",,"ERR209142",
"MGYA00128762","3.0","ERS473212","MGYS00001799","metagenomic",,"ERR525877",
"MGYA00113608","3.0","ERS199356","MGYS00001705","metagenomic",,"ERR209828",
"MGYA00114084","3.0","ERS199385","MGYS00001705","metagenomic",,"ERR209883",
"MGYA00114233","3.0","ERS199057","MGYS00001705","metagenomic",,"ERR209185",
"MGYA00113604","3.0","ERS199362","MGYS00001705","metagenomic",,"ERR209840",
"MGYA00128766","3.0","ERS473302","MGYS00001799","metagenomic",,"ERR525967",
"MGYA00128706","3.0","ERS473380","MGYS00001799","metagenomic",,"ERR526045",
"MGYA00114003","3.0","ERS199355","MGYS00001705","metagenomic",,"ERR209826",
"MGYA00102996","3.0","ERS1138795","MGYS00001556","metagenomic",,"ERR1398072",
"MGYA00114252","3.0","ERS199203","MGYS00001705","metagenomic",,"ERR209573",
"MGYA00114980","3.0","ERS199113","MGYS00001705","metagenomic",,"ERR209378",
"MGYA00102876","3.0","ERS1138928","MGYS00001556","metagenomic",,"ERR1398104",
"MGYA00114538","3.0","ERS199051","MGYS00001705","metagenomic",,"ERR209173",
"MGYA00114734","3.0","ERS199142","MGYS00001705","metagenomic",,"ERR209465",
"MGYA00084484","3.0","ERS1240065","MGYS00001303","metagenomic",,"ERR1659117",
"MGYA00071168","3.0","ERS1324495","MGYS00001208","metagenomic",,"ERR1600435",
"MGYA00096120","3.0","ERS1069677","MGYS00001420","metagenomic",,"ERR1297793",
"MGYA00113844","3.0","ERS199015","MGYS00001705","metagenomic",,"ERR209101",
"MGYA00114199","3.0","ERS199127","MGYS00001705","metagenomic",,"ERR209431",
"MGYA00071198","3.0","ERS1336024","MGYS00001209","metagenomic",,"ERR1611396",
"MGYA00102960","3.0","ERS1138931","MGYS00001556","metagenomic",,"ERR1398142",
"MGYA00113702","3.0","ERS199096","MGYS00001705","metagenomic",,"ERR210146",
"MGYA00114129","3.0","ERS199372","MGYS00001705","metagenomic",,"ERR209855",
"MGYA00103033","3.0","ERS1138870","MGYS00001556","metagenomic",,"ERR1398124",
"MGYA00067613","3.0","SRS943647","MGYS00001174","metagenomic",,"SRR2037088",
"MGYA00114249","3.0","ERS199389","MGYS00001705","metagenomic",,"ERR209892",
"MGYA00128784","3.0","ERS473105","MGYS00001799","metagenomic",,"ERR525770",
"MGYA00128703","3.0","ERS473346","MGYS00001799","metagenomic",,"ERR526011",
"MGYA00113623","3.0","ERS199386","MGYS00001705","metagenomic",,"ERR209886",
"MGYA00113744","3.0","ERS199024","MGYS00001705","metagenomic",,"ERR209118",
"MGYA00114248","3.0","ERS199097","MGYS00001705","metagenomic",,"ERR210149",
"MGYA00113742","3.0","ERS199306","MGYS00001705","metagenomic",,"ERR209736",
"MGYA00128925","3.0","ERS473327","MGYS00001799","metagenomic",,"ERR525992",
"MGYA00071218","3.0","ERS1336019","MGYS00001209","metagenomic",,"ERR1611391",
"MGYA00114176","3.0","ERS199160","MGYS00001705","metagenomic",,"ERR209497",
"MGYA00102923","3.0","ERS1138782","MGYS00001556","metagenomic",,"ERR1398190",
"MGYA00071225","3.0","ERS1336011","MGYS00001209","metagenomic",,"ERR1611383",
"MGYA00128804","3.0","ERS473116","MGYS00001799","metagenomic",,"ERR525781",
"MGYA00114141","3.0","ERS199385","MGYS00001705","metagenomic",,"ERR209884",
"MGYA00114314","3.0","ERS199104","MGYS00001705","metagenomic",,"ERR209335",
"MGYA00114815","3.0","ERS199322","MGYS00001705","metagenomic",,"ERR209765",
"MGYA00102914","3.0","ERS1138861","MGYS00001556","metagenomic",,"ERR1398204",
"MGYA00096986","3.0","ERS1509327","MGYS00001442","metagenomic",,"ERR1809154",
"MGYA00096070","3.0","ERS1069667","MGYS00001420","metagenomic",,"ERR1297695",
"MGYA00102974","3.0","ERS1138869","MGYS00001556","metagenomic",,"ERR1398184",
"MGYA00113559","3.0","ERS199317","MGYS00001705","metagenomic",,"ERR209755",
"MGYA00096122","3.0","ERS1069642","MGYS00001420","metagenomic",,"ERR1297681",
"MGYA00096033","3.0","ERS1069638","MGYS00001420","metagenomic",,"ERR1297739",
"MGYA00071167","3.0","ERS1324490","MGYS00001208","metagenomic",,"ERR1600430",
"MGYA00114197","3.0","ERS199163","MGYS00001705","metagenomic",,"ERR209506",
"MGYA00114772","3.0","ERS199278","MGYS00001705","metagenomic",,"ERR209687",
"MGYA00096153","3.0","ERS1069645","MGYS00001420","metagenomic",,"ERR1297827",
"MGYA00114319","3.0","ERS199214","MGYS00001705","metagenomic",,"ERR209600",
"MGYA00114443","3.0","ERS199107","MGYS00001705","metagenomic",,"ERR209351",
"MGYA00103031","3.0","ERS1138913","MGYS00001556","metagenomic",,"ERR1398168",
"MGYA00096154","3.0","ERS1069684","MGYS00001420","metagenomic",,"ERR1297848",
"MGYA00128897","3.0","ERS473379","MGYS00001799","metagenomic",,"ERR526044",
"MGYA00114193","3.0","ERS199276","MGYS00001705","metagenomic",,"ERR209682",
"MGYA00114785","3.0","ERS199246","MGYS00001705","metagenomic",,"ERR209640",
"MGYA00128694","3.0","ERS473329","MGYS00001799","metagenomic",,"ERR525994",
"MGYA00113520","3.0","ERS199177","MGYS00001705","metagenomic",,"ERR209530",
"MGYA00114523","3.0","ERS199307","MGYS00001705","metagenomic",,"ERR209738",
"MGYA00113682","3.0","ERS199093","MGYS00001705","metagenomic",,"ERR209275",
"MGYA00069172","3.0","ERS1268584","MGYS00001184","metagenomic",,"ERR1549321",
"MGYA00128856","3.0","ERS473171","MGYS00001799","metagenomic",,"ERR525836",
"MGYA00096127","3.0","ERS1069656","MGYS00001420","metagenomic",,"ERR1297799",
"MGYA00113615","3.0","ERS199272","MGYS00001705","metagenomic",,"ERR209676",
"MGYA00095839","3.0","ERS1069656","MGYS00001420","metagenomic",,"ERR1297722",
"MGYA00114436","3.0","ERS199179","MGYS00001705","metagenomic",,"ERR209531",
"MGYA00102989","3.0","ERS1138747","MGYS00001556","metagenomic",,"ERR1398214",
"MGYA00113746","3.0","ERS199011","MGYS00001705","metagenomic",,"ERR209090",
"MGYA00102963","3.0","ERS1138776","MGYS00001556","metagenomic",,"ERR1398152",
"MGYA00113782","3.0","ERS199337","MGYS00001705","metagenomic",,"ERR209792",
"MGYA00114437","3.0","ERS199382","MGYS00001705","metagenomic",,"ERR209872",
"MGYA00113638","3.0","ERS199146","MGYS00001705","metagenomic",,"ERR209472",
"MGYA00113980","3.0","ERS199008","MGYS00001705","metagenomic",,"ERR209078",
"MGYA00128711","3.0","ERS473046","MGYS00001799","metagenomic",,"ERR525711",
"MGYA00114318","3.0","ERS199288","MGYS00001705","metagenomic",,"ERR209704",
"MGYA00096051","3.0","ERS1069658","MGYS00001420","metagenomic",,"ERR1297735",
"MGYA00114075","3.0","ERS199355","MGYS00001705","metagenomic",,"ERR209825",
"MGYA00096207","3.0","ERS1069670","MGYS00001420","metagenomic",,"ERR1297720",
"MGYA00113781","3.0","ERS199028","MGYS00001705","metagenomic",,"ERR209126",
"MGYA00102516","3.0","ERS1546039","MGYS00001537","metagenomic",,"ERR1823595",
"MGYA00114577","3.0","ERS199367","MGYS00001705","metagenomic",,"ERR209844",
"MGYA00067607","3.0","SRS511714","MGYS00001174","metagenomic",,"SRR1044036",
"MGYA00129009","3.0","ERS473107","MGYS00001799","metagenomic",,"ERR525772",
"MGYA00115083","3.0","ERS199038","MGYS00001705","metagenomic",,"ERR209146",
"MGYA00102992","3.0","ERS1138837","MGYS00001556","metagenomic",,"ERR1398132",
"MGYA00114857","3.0","ERS199034","MGYS00001705","metagenomic",,"ERR209138",
"MGYA00096052","3.0","ERS1069645","MGYS00001420","metagenomic",,"ERR1297831",
"MGYA00114068","3.0","ERS199348","MGYS00001705","metagenomic",,"ERR209815",
"MGYA00128768","3.0","ERS473401","MGYS00001799","metagenomic",,"ERR526066",
"MGYA00129011","3.0","ERS473359","MGYS00001799","metagenomic",,"ERR526024",
"MGYA00128799","3.0","ERS473113","MGYS00001799","metagenomic",,"ERR525778",
"MGYA00128798","3.0","ERS473077","MGYS00001799","metagenomic",,"ERR525742",
"MGYA00128640","3.0","ERS473422","MGYS00001799","metagenomic",,"ERR526087",
"MGYA00114251","3.0","ERS199182","MGYS00001705","metagenomic",,"ERR209537",
"MGYA00095793","3.0","ERS1069644","MGYS00001420","metagenomic",,"ERR1297769",
"MGYA00128684","3.0","ERS473103","MGYS00001799","metagenomic",,"ERR525768",
"MGYA00095994","3.0","ERS1069637","MGYS00001420","metagenomic",,"ERR1297836",
"MGYA00096112","3.0","ERS1069689","MGYS00001420","metagenomic",,"ERR1297801",
"MGYA00128877","3.0","ERS473167","MGYS00001799","metagenomic",,"ERR525832",
"MGYA00067624","3.0","SRS511712","MGYS00001174","metagenomic",,"SRR1044034",
"MGYA00095963","3.0","ERS1069666","MGYS00001420","metagenomic",,"ERR1297708",
"MGYA00113870","3.0","ERS199185","MGYS00001705","metagenomic",,"ERR209542",
"MGYA00102931","3.0","ERS1138802","MGYS00001556","metagenomic",,"ERR1398106",
"MGYA00114549","3.0","ERS199119","MGYS00001705","metagenomic",,"ERR209402",
"MGYA00102872","3.0","ERS1138885","MGYS00001556","metagenomic",,"ERR1398088",
"MGYA00114326","3.0","ERS199034","MGYS00001705","metagenomic",,"ERR209139",
"MGYA00114790","3.0","ERS199281","MGYS00001705","metagenomic",,"ERR209693",
"MGYA00096035","3.0","ERS1069689","MGYS00001420","metagenomic",,"ERR1297676",
"MGYA00102981","3.0","ERS1138777","MGYS00001556","metagenomic",,"ERR1398101",
"MGYA00128737","3.0","ERS473057","MGYS00001799","metagenomic",,"ERR525722",
"MGYA00114598","3.0","ERS199286","MGYS00001705","metagenomic",,"ERR209701",
"MGYA00115010","3.0","ERS199329","MGYS00001705","metagenomic",,"ERR209779",
"MGYA00067599","3.0","SRS943650","MGYS00001174","metagenomic",,"SRR2037091",
"MGYA00128800","3.0","ERS473409","MGYS00001799","metagenomic",,"ERR526074",
"MGYA00114688","3.0","ERS199229","MGYS00001705","metagenomic",,"ERR209612",
"MGYA00096111","3.0","ERS1069666","MGYS00001420","metagenomic",,"ERR1297834",
"MGYA00114586","3.0","ERS199020","MGYS00001705","metagenomic",,"ERR209111",
"MGYA00103028","3.0","ERS1138903","MGYS00001556","metagenomic",,"ERR1398236",
"MGYA00128978","3.0","ERS473361","MGYS00001799","metagenomic",,"ERR526026",
"MGYA00096150","3.0","ERS1069668","MGYS00001420","metagenomic",,"ERR1297668",
"MGYA00113874","3.0","ERS199112","MGYS00001705","metagenomic",,"ERR209372",
"MGYA00128829","3.0","ERS473387","MGYS00001799","metagenomic",,"ERR526052",
"MGYA00113853","3.0","ERS199269","MGYS00001705","metagenomic",,"ERR209671",
"MGYA00115019","3.0","ERS199183","MGYS00001705","metagenomic",,"ERR209539",
"MGYA00096080","3.0","ERS1069670","MGYS00001420","metagenomic",,"ERR1297817",
"MGYA00128972","3.0","ERS473357","MGYS00001799","metagenomic",,"ERR526022",
"MGYA00114730","3.0","ERS199308","MGYS00001705","metagenomic",,"ERR209739",
"MGYA00071240","3.0","ERS1336022","MGYS00001209","metagenomic",,"ERR1611394",
"MGYA00114417","3.0","ERS199361","MGYS00001705","metagenomic",,"ERR209837",
"MGYA00102949","3.0","ERS1138806","MGYS00001556","metagenomic",,"ERR1398158",
"MGYA00113574","3.0","ERS199271","MGYS00001705","metagenomic",,"ERR209674",
"MGYA00114239","3.0","ERS199392","MGYS00001705","metagenomic",,"ERR209900",
"MGYA00102908","3.0","ERS1138757","MGYS00001556","metagenomic",,"ERR1398180",
"MGYA00114001","3.0","ERS199095","MGYS00001705","metagenomic",,"ERR210143",
"MGYA00114603","3.0","ERS199099","MGYS00001705","metagenomic",,"ERR209305",
"MGYA00128674","3.0","ERS473368","MGYS00001799","metagenomic",,"ERR526033",
"MGYA00114266","3.0","ERS199102","MGYS00001705","metagenomic",,"ERR209326",
"MGYA00114773","3.0","ERS199121","MGYS00001705","metagenomic",,"ERR209407",
"MGYA00114768","3.0","ERS199117","MGYS00001705","metagenomic",,"ERR209389",
"MGYA00114439","3.0","ERS199071","MGYS00001705","metagenomic",,"ERR209213",
"MGYA00103043","3.0","ERS1138752","MGYS00001556","metagenomic",,"ERR1398223",
"MGYA00114418","3.0","ERS199131","MGYS00001705","metagenomic",,"ERR209447",
"MGYA00128650","3.0","ERS473188","MGYS00001799","metagenomic",,"ERR525853",
"MGYA00115041","3.0","ERS199298","MGYS00001705","metagenomic",,"ERR209721",
"MGYA00128822","3.0","ERS473311","MGYS00001799","metagenomic",,"ERR525976",
"MGYA00128815","3.0","ERS473272","MGYS00001799","metagenomic",,"ERR525937",
"MGYA00128728","3.0","ERS473266","MGYS00001799","metagenomic",,"ERR525931",
"MGYA00102518","3.0","ERS1546035","MGYS00001537","metagenomic",,"ERR1823591",
"MGYA00114642","3.0","ERS199370","MGYS00001705","metagenomic",,"ERR209852",
"MGYA00128692","3.0","ERS473221","MGYS00001799","metagenomic",,"ERR525886",
"MGYA00114377","3.0","ERS199093","MGYS00001705","metagenomic",,"ERR209279",
"MGYA00067573","3.0","ERS1202876","MGYS00001143","metagenomic",,"ERR1474578",
"MGYA00114065","3.0","ERS199342","MGYS00001705","metagenomic",,"ERR209803",
"MGYA00095805","3.0","ERS1069639","MGYS00001420","metagenomic",,"ERR1297780",
"MGYA00114112","3.0","ERS199044","MGYS00001705","metagenomic",,"ERR209158",
"MGYA00128756","3.0","ERS473032","MGYS00001799","metagenomic",,"ERR525697",
"MGYA00114098","3.0","ERS199183","MGYS00001705","metagenomic",,"ERR209538",
"MGYA00113983","3.0","ERS199160","MGYS00001705","metagenomic",,"ERR209499",
"MGYA00114497","3.0","ERS199236","MGYS00001705","metagenomic",,"ERR209620",
"MGYA00114848","3.0","ERS199353","MGYS00001705","metagenomic",,"ERR209820",
"MGYA00102980","3.0","ERS1138787","MGYS00001556","metagenomic",,"ERR1398246",
"MGYA00113672","3.0","ERS199299","MGYS00001705","metagenomic",,"ERR209723",
"MGYA00113903","3.0","ERS199084","MGYS00001705","metagenomic",,"ERR209240",
"MGYA00128821","3.0","ERS473340","MGYS00001799","metagenomic",,"ERR526005",
"MGYA00113733","3.0","ERS199126","MGYS00001705","metagenomic",,"ERR209427",
