"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00113497","3.0","ERS199215","MGYS00001705","metagenomic",,"ERR209587",
"MGYA00114083","3.0","ERS199368","MGYS00001705","metagenomic",,"ERR209846",
"MGYA00084470","3.0","ERS1374917","MGYS00001303","metagenomic",,"ERR1681524",
"MGYA00114791","3.0","ERS199360","MGYS00001705","metagenomic",,"ERR209834",
"MGYA00102499","3.0","ERS1546057","MGYS00001537","metagenomic",,"ERR1823613",
"MGYA00129026","3.0","ERS473115","MGYS00001799","metagenomic",,"ERR525780",
"MGYA00095855","3.0","ERS1069672","MGYS00001420","metagenomic",,"ERR1297693",
"MGYA00115037","3.0","ERS199096","MGYS00001705","metagenomic",,"ERR210144",
"MGYA00113560","3.0","ERS199125","MGYS00001705","metagenomic",,"ERR209423",
"MGYA00114950","3.0","ERS199092","MGYS00001705","metagenomic",,"ERR209272",
"MGYA00103027","3.0","ERS1138793","MGYS00001556","metagenomic",,"ERR1398096",
"MGYA00128892","3.0","ERS473410","MGYS00001799","metagenomic",,"ERR526075",
"MGYA00128791","3.0","ERS473099","MGYS00001799","metagenomic",,"ERR525764",
"MGYA00114473","3.0","ERS199107","MGYS00001705","metagenomic",,"ERR209354",
"MGYA00114671","3.0","ERS199031","MGYS00001705","metagenomic",,"ERR209132",
"MGYA00113851","3.0","ERS199093","MGYS00001705","metagenomic",,"ERR209276",
"MGYA00113764","3.0","ERS199027","MGYS00001705","metagenomic",,"ERR209125",
"MGYA00128641","3.0","ERS473378","MGYS00001799","metagenomic",,"ERR526043",
"MGYA00113487","3.0","ERS199319","MGYS00001705","metagenomic",,"ERR209759",
"MGYA00098407","3.0","ERS1510278","MGYS00001481","metagenomic",,"ERR1806500",
"MGYA00113681","3.0","ERS199048","MGYS00001705","metagenomic",,"ERR209166",
"MGYA00114528","3.0","ERS199049","MGYS00001705","metagenomic",,"ERR209168",
"MGYA00114034","3.0","ERS199252","MGYS00001705","metagenomic",,"ERR209649",
"MGYA00128819","3.0","ERS473373","MGYS00001799","metagenomic",,"ERR526038",
"MGYA00103025","3.0","ERS1138906","MGYS00001556","metagenomic",,"ERR1398233",
"MGYA00067617","3.0","SRS942321","MGYS00001174","metagenomic",,"SRR2034640",
"MGYA00128961","3.0","ERS473421","MGYS00001799","metagenomic",,"ERR526086",
"MGYA00067581","3.0","ERS1202872","MGYS00001143","metagenomic",,"ERR1474574",
"MGYA00114172","3.0","ERS199327","MGYS00001705","metagenomic",,"ERR209774",
"MGYA00084489","3.0","ERS1374925","MGYS00001303","metagenomic",,"ERR1681538",
"MGYA00128672","3.0","ERS473371","MGYS00001799","metagenomic",,"ERR526036",
"MGYA00114547","3.0","ERS199050","MGYS00001705","metagenomic",,"ERR209171",
"MGYA00098405","3.0","ERS1510283","MGYS00001481","metagenomic",,"ERR1806503",
"MGYA00071172","3.0","ERS1324498","MGYS00001208","metagenomic",,"ERR1600438",
"MGYA00067570","3.0","ERS1202879","MGYS00001143","metagenomic",,"ERR1474581",
"MGYA00096175","3.0","ERS1069682","MGYS00001420","metagenomic",,"ERR1297639",
"MGYA00084492","3.0","ERS1374929","MGYS00001303","metagenomic",,"ERR1681537",
"MGYA00128869","3.0","ERS473148","MGYS00001799","metagenomic",,"ERR525813",
"MGYA00096009","3.0","ERS1069644","MGYS00001420","metagenomic",,"ERR1297718",
"MGYA00114156","3.0","ERS199256","MGYS00001705","metagenomic",,"ERR209657",
"MGYA00096114","3.0","ERS1069664","MGYS00001420","metagenomic",,"ERR1297658",
"MGYA00128646","3.0","ERS473179","MGYS00001799","metagenomic",,"ERR525844",
"MGYA00102985","3.0","ERS1138773","MGYS00001556","metagenomic",,"ERR1398237",
"MGYA00114665","3.0","ERS199106","MGYS00001705","metagenomic",,"ERR209348",
"MGYA00095864","3.0","ERS1069680","MGYS00001420","metagenomic",,"ERR1297810",
"MGYA00113720","3.0","ERS199174","MGYS00001705","metagenomic",,"ERR209526",
"MGYA00095816","3.0","ERS1069637","MGYS00001420","metagenomic",,"ERR1297781",
"MGYA00103035","3.0","ERS1138800","MGYS00001556","metagenomic",,"ERR1398084",
"MGYA00114210","3.0","ERS199347","MGYS00001705","metagenomic",,"ERR209813",
"MGYA00095966","3.0","ERS1069678","MGYS00001420","metagenomic",,"ERR1297703",
"MGYA00113975","3.0","ERS199175","MGYS00001705","metagenomic",,"ERR209527",
"MGYA00098403","3.0","ERS1510276","MGYS00001481","metagenomic",,"ERR1806501",
"MGYA00115031","3.0","ERS199197","MGYS00001705","metagenomic",,"ERR209558",
"MGYA00129023","3.0","ERS473313","MGYS00001799","metagenomic",,"ERR525978",
"MGYA00102517","3.0","ERS1546042","MGYS00001537","metagenomic",,"ERR1823598",
"MGYA00067604","3.0","SRS943643","MGYS00001174","metagenomic",,"SRR2037083",
"MGYA00096987","3.0","ERS1509320","MGYS00001442","metagenomic",,"ERR1809141",
"MGYA00128965","3.0","ERS473294","MGYS00001799","metagenomic",,"ERR525959",
"MGYA00102892","3.0","ERS1138892","MGYS00001556","metagenomic",,"ERR1398229",
"MGYA00097004","3.0","ERS1509315","MGYS00001442","metagenomic",,"ERR1809122",
"MGYA00114767","3.0","ERS199264","MGYS00001705","metagenomic",,"ERR209666",
"MGYA00114287","3.0","ERS199372","MGYS00001705","metagenomic",,"ERR209854",
"MGYA00114423","3.0","ERS199157","MGYS00001705","metagenomic",,"ERR209487",
"MGYA00115114","3.0","ERS199085","MGYS00001705","metagenomic",,"ERR210096",
"MGYA00128846","3.0","ERS473150","MGYS00001799","metagenomic",,"ERR525815",
"MGYA00102995","3.0","ERS1138850","MGYS00001556","metagenomic",,"ERR1398159",
"MGYA00096995","3.0","ERS1509325","MGYS00001442","metagenomic",,"ERR1809151",
"MGYA00102955","3.0","ERS1138824","MGYS00001556","metagenomic",,"ERR1398070",
"MGYA00128752","3.0","ERS473027","MGYS00001799","metagenomic",,"ERR525692",
"MGYA00103038","3.0","ERS1138933","MGYS00001556","metagenomic",,"ERR1398079",
"MGYA00128976","3.0","ERS473208","MGYS00001799","metagenomic",,"ERR525873",
"MGYA00113917","3.0","ERS199068","MGYS00001705","metagenomic",,"ERR209208",
"MGYA00071175","3.0","ERS1324497","MGYS00001208","metagenomic",,"ERR1600437",
"MGYA00128644","3.0","ERS473100","MGYS00001799","metagenomic",,"ERR525765",
"MGYA00071216","3.0","ERS1336034","MGYS00001209","metagenomic",,"ERR1611406",
"MGYA00114153","3.0","ERS199011","MGYS00001705","metagenomic",,"ERR209089",
"MGYA00102948","3.0","ERS1138925","MGYS00001556","metagenomic",,"ERR1398128",
"MGYA00114883","3.0","ERS199040","MGYS00001705","metagenomic",,"ERR209151",
"MGYA00113696","3.0","ERS199352","MGYS00001705","metagenomic",,"ERR209817",
"MGYA00071232","3.0","ERS1336030","MGYS00001209","metagenomic",,"ERR1611402",
"MGYA00103010","3.0","ERS1138880","MGYS00001556","metagenomic",,"ERR1398202",
"MGYA00114854","3.0","ERS199181","MGYS00001705","metagenomic",,"ERR209534",
"MGYA00071210","3.0","ERS1336031","MGYS00001209","metagenomic",,"ERR1611403",
"MGYA00128727","3.0","ERS473244","MGYS00001799","metagenomic",,"ERR525909",
"MGYA00114389","3.0","ERS199095","MGYS00001705","metagenomic",,"ERR209290",
"MGYA00128911","3.0","ERS473110","MGYS00001799","metagenomic",,"ERR525775",
"MGYA00113725","3.0","ERS199129","MGYS00001705","metagenomic",,"ERR209440",
"MGYA00114313","3.0","ERS199058","MGYS00001705","metagenomic",,"ERR209187",
"MGYA00114531","3.0","ERS199055","MGYS00001705","metagenomic",,"ERR209181",
"MGYA00115122","3.0","ERS199110","MGYS00001705","metagenomic",,"ERR209363",
"MGYA00097001","3.0","ERS1509318","MGYS00001442","metagenomic",,"ERR1809137",
"MGYA00128883","3.0","ERS473170","MGYS00001799","metagenomic",,"ERR525835",
"MGYA00114672","3.0","ERS199349","MGYS00001705","metagenomic",,"ERR209822",
"MGYA00128949","3.0","ERS473135","MGYS00001799","metagenomic",,"ERR525800",
"MGYA00114332","3.0","ERS199210","MGYS00001705","metagenomic",,"ERR209582",
"MGYA00102966","3.0","ERS1138901","MGYS00001556","metagenomic",,"ERR1398197",
"MGYA00096181","3.0","ERS1069655","MGYS00001420","metagenomic",,"ERR1297743",
"MGYA00114136","3.0","ERS199073","MGYS00001705","metagenomic",,"ERR209218",
"MGYA00115032","3.0","ERS199158","MGYS00001705","metagenomic",,"ERR209490",
"MGYA00096126","3.0","ERS1069670","MGYS00001420","metagenomic",,"ERR1297717",
"MGYA00128905","3.0","ERS473369","MGYS00001799","metagenomic",,"ERR526034",
"MGYA00067609","3.0","SRS512695","MGYS00001174","metagenomic",,"SRR1045093",
"MGYA00128997","3.0","ERS473343","MGYS00001799","metagenomic",,"ERR526008",
"MGYA00114958","3.0","ERS199128","MGYS00001705","metagenomic",,"ERR209437",
"MGYA00114283","3.0","ERS199376","MGYS00001705","metagenomic",,"ERR209876",
"MGYA00113849","3.0","ERS199124","MGYS00001705","metagenomic",,"ERR209420",
"MGYA00114661","3.0","ERS199122","MGYS00001705","metagenomic",,"ERR209411",
"MGYA00114290","3.0","ERS199201","MGYS00001705","metagenomic",,"ERR209567",
"MGYA00128936","3.0","ERS473305","MGYS00001799","metagenomic",,"ERR525970",
"MGYA00128875","3.0","ERS473338","MGYS00001799","metagenomic",,"ERR526003",
"MGYA00128833","3.0","ERS473228","MGYS00001799","metagenomic",,"ERR525893",
"MGYA00122786","3.0","ERS1697080","MGYS00001728","metagenomic",,"ERR1951440",
"MGYA00114639","3.0","ERS199220","MGYS00001705","metagenomic",,"ERR209601",
"MGYA00103011","3.0","ERS1138838","MGYS00001556","metagenomic",,"ERR1398131",
"MGYA00113906","3.0","ERS199108","MGYS00001705","metagenomic",,"ERR209357",
"MGYA00114250","3.0","ERS199122","MGYS00001705","metagenomic",,"ERR209412",
"MGYA00128979","3.0","ERS473224","MGYS00001799","metagenomic",,"ERR525889",
"MGYA00084496","3.0","ERS1240060","MGYS00001303","metagenomic",,"ERR1659111",
"MGYA00113937","3.0","ERS199135","MGYS00001705","metagenomic",,"ERR209454",
"MGYA00102903","3.0","ERS1138789","MGYS00001556","metagenomic",,"ERR1398188",
"MGYA00102910","3.0","ERS1138848","MGYS00001556","metagenomic",,"ERR1398110",
"MGYA00095800","3.0","ERS1069653","MGYS00001420","metagenomic",,"ERR1297805",
"MGYA00114359","3.0","ERS199013","MGYS00001705","metagenomic",,"ERR209096",
"MGYA00096063","3.0","ERS1069688","MGYS00001420","metagenomic",,"ERR1297800",
"MGYA00095815","3.0","ERS1069649","MGYS00001420","metagenomic",,"ERR1297696",
"MGYA00114029","3.0","ERS199148","MGYS00001705","metagenomic",,"ERR209474",
"MGYA00114900","3.0","ERS199274","MGYS00001705","metagenomic",,"ERR209680",
"MGYA00113857","3.0","ERS199119","MGYS00001705","metagenomic",,"ERR209401",
"MGYA00128679","3.0","ERS473255","MGYS00001799","metagenomic",,"ERR525920",
"MGYA00128678","3.0","ERS473230","MGYS00001799","metagenomic",,"ERR525895",
"MGYA00095808","3.0","ERS1069688","MGYS00001420","metagenomic",,"ERR1297686",
"MGYA00084494","3.0","ERS1240066","MGYS00001303","metagenomic",,"ERR1659115",
"MGYA00114445","3.0","ERS199301","MGYS00001705","metagenomic",,"ERR209725",
"MGYA00114340","3.0","ERS199309","MGYS00001705","metagenomic",,"ERR209742",
"MGYA00102511","3.0","ERS1546036","MGYS00001537","metagenomic",,"ERR1823592",
"MGYA00095955","3.0","ERS1069665","MGYS00001420","metagenomic",,"ERR1297754",
"MGYA00128741","3.0","ERS473250","MGYS00001799","metagenomic",,"ERR525915",
"MGYA00113505","3.0","ERS199343","MGYS00001705","metagenomic",,"ERR209806",
"MGYA00128744","3.0","ERS473231","MGYS00001799","metagenomic",,"ERR525896",
"MGYA00114460","3.0","ERS199232","MGYS00001705","metagenomic",,"ERR209613",
"MGYA00114055","3.0","ERS199304","MGYS00001705","metagenomic",,"ERR209732",
"MGYA00102965","3.0","ERS1138786","MGYS00001556","metagenomic",,"ERR1398195",
"MGYA00114238","3.0","ERS199369","MGYS00001705","metagenomic",,"ERR209847",
"MGYA00096178","3.0","ERS1069681","MGYS00001420","metagenomic",,"ERR1297665",
"MGYA00103018","3.0","ERS1138779","MGYS00001556","metagenomic",,"ERR1398213",
"MGYA00128771","3.0","ERS473269","MGYS00001799","metagenomic",,"ERR525934",
"MGYA00113568","3.0","ERS199092","MGYS00001705","metagenomic",,"ERR209271",
"MGYA00114336","3.0","ERS199324","MGYS00001705","metagenomic",,"ERR209768",
"MGYA00113929","3.0","ERS199178","MGYS00001705","metagenomic",,"ERR209536",
"MGYA00113801","3.0","ERS199158","MGYS00001705","metagenomic",,"ERR209489",
"MGYA00128984","3.0","ERS473347","MGYS00001799","metagenomic",,"ERR526012",
"MGYA00114186","3.0","ERS199330","MGYS00001705","metagenomic",,"ERR209780",
"MGYA00102969","3.0","ERS1138770","MGYS00001556","metagenomic",,"ERR1398263",
"MGYA00128751","3.0","ERS473321","MGYS00001799","metagenomic",,"ERR525986",
"MGYA00113961","3.0","ERS199094","MGYS00001705","metagenomic",,"ERR209284",
"MGYA00096148","3.0","ERS1069669","MGYS00001420","metagenomic",,"ERR1297815",
"MGYA00103007","3.0","ERS1138864","MGYS00001556","metagenomic",,"ERR1398252",
"MGYA00102957","3.0","ERS1138856","MGYS00001556","metagenomic",,"ERR1398179",
"MGYA00096189","3.0","ERS1069663","MGYS00001420","metagenomic",,"ERR1297714",
"MGYA00102865","3.0","ERS1138918","MGYS00001556","metagenomic",,"ERR1398182",
"MGYA00114224","3.0","ERS199042","MGYS00001705","metagenomic",,"ERR209154",
"MGYA00115111","3.0","ERS199157","MGYS00001705","metagenomic",,"ERR209486",
"MGYA00114211","3.0","ERS199159","MGYS00001705","metagenomic",,"ERR209492",
"MGYA00071170","3.0","ERS1324492","MGYS00001208","metagenomic",,"ERR1600432",
"MGYA00114605","3.0","ERS199102","MGYS00001705","metagenomic",,"ERR209324",
"MGYA00114931","3.0","ERS199162","MGYS00001705","metagenomic",,"ERR209502",
"MGYA00115012","3.0","ERS199341","MGYS00001705","metagenomic",,"ERR209801",
"MGYA00095796","3.0","ERS1069639","MGYS00001420","metagenomic",,"ERR1297757",
"MGYA00096023","3.0","ERS1069648","MGYS00001420","metagenomic",,"ERR1297732",
"MGYA00102866","3.0","ERS1138883","MGYS00001556","metagenomic",,"ERR1398149",
"MGYA00115067","3.0","ERS199159","MGYS00001705","metagenomic",,"ERR209495",
"MGYA00114556","3.0","ERS199106","MGYS00001705","metagenomic",,"ERR209349",
"MGYA00128953","3.0","ERS473254","MGYS00001799","metagenomic",,"ERR525919",
"MGYA00113548","3.0","ERS199117","MGYS00001705","metagenomic",,"ERR209391",
"MGYA00071217","3.0","ERS1336025","MGYS00001209","metagenomic",,"ERR1611397",
"MGYA00114044","3.0","ERS199161","MGYS00001705","metagenomic",,"ERR209500",
"MGYA00115077","3.0","ERS199101","MGYS00001705","metagenomic",,"ERR209316",
"MGYA00114680","3.0","ERS199019","MGYS00001705","metagenomic",,"ERR209108",
"MGYA00128969","3.0","ERS473398","MGYS00001799","metagenomic",,"ERR526063",
"MGYA00095984","3.0","ERS1069648","MGYS00001420","metagenomic",,"ERR1297747",
"MGYA00114677","3.0","ERS199117","MGYS00001705","metagenomic",,"ERR209392",
"MGYA00114400","3.0","ERS199324","MGYS00001705","metagenomic",,"ERR209769",
"MGYA00128992","3.0","ERS473333","MGYS00001799","metagenomic",,"ERR525998",
"MGYA00102954","3.0","ERS1138867","MGYS00001556","metagenomic",,"ERR1398245",
"MGYA00113886","3.0","ERS199356","MGYS00001705","metagenomic",,"ERR209827",
"MGYA00102513","3.0","ERS1546038","MGYS00001537","metagenomic",,"ERR1823594",
"MGYA00071228","3.0","ERS1336035","MGYS00001209","metagenomic",,"ERR1611407",
"MGYA00113660","3.0","ERS199080","MGYS00001705","metagenomic",,"ERR209231",
"MGYA00114778","3.0","ERS199262","MGYS00001705","metagenomic",,"ERR209664",
"MGYA00114775","3.0","ERS199105","MGYS00001705","metagenomic",,"ERR209343",
"MGYA00096204","3.0","ERS1069664","MGYS00001420","metagenomic",,"ERR1297707",
"MGYA00114837","3.0","ERS199188","MGYS00001705","metagenomic",,"ERR209546",
"MGYA00069174","3.0","ERS1268581","MGYS00001184","metagenomic",,"ERR1549320",
"MGYA00114018","3.0","ERS199160","MGYS00001705","metagenomic",,"ERR209498",
"MGYA00114198","3.0","ERS199119","MGYS00001705","metagenomic",,"ERR209399",
"MGYA00113869","3.0","ERS199386","MGYS00001705","metagenomic",,"ERR209888",
"MGYA00096992","3.0","ERS1509321","MGYS00001442","metagenomic",,"ERR1809145",
"MGYA00113704","3.0","ERS199088","MGYS00001705","metagenomic",,"ERR209250",
"MGYA00114430","3.0","ERS199158","MGYS00001705","metagenomic",,"ERR209491",
"MGYA00128745","3.0","ERS473126","MGYS00001799","metagenomic",,"ERR525791",
"MGYA00067588","3.0","ERS1202871","MGYS00001143","metagenomic",,"ERR1474573",
"MGYA00102919","3.0","ERS1138912","MGYS00001556","metagenomic",,"ERR1398203",
"MGYA00102881","3.0","ERS1138920","MGYS00001556","metagenomic",,"ERR1398239",
"MGYA00115128","3.0","ERS199060","MGYS00001705","metagenomic",,"ERR209190",
"MGYA00114351","3.0","ERS199216","MGYS00001705","metagenomic",,"ERR209592",
"MGYA00114936","3.0","ERS199341","MGYS00001705","metagenomic",,"ERR209802",
"MGYA00113750","3.0","ERS199118","MGYS00001705","metagenomic",,"ERR209396",
"MGYA00113590","3.0","ERS199044","MGYS00001705","metagenomic",,"ERR209159",
"MGYA00071176","3.0","ERS1324488","MGYS00001208","metagenomic",,"ERR1600428",
"MGYA00102962","3.0","ERS1138829","MGYS00001556","metagenomic",,"ERR1398219",
"MGYA00113850","3.0","ERS199219","MGYS00001705","metagenomic",,"ERR209599",
"MGYA00084485","3.0","ERS1240059","MGYS00001303","metagenomic",,"ERR1659110",
"MGYA00103024","3.0","ERS1138794","MGYS00001556","metagenomic",,"ERR1398167",
"MGYA00096194","3.0","ERS1069656","MGYS00001420","metagenomic",,"ERR1297688",
"MGYA00128893","3.0","ERS473037","MGYS00001799","metagenomic",,"ERR525702",
"MGYA00115145","3.0","ERS199221","MGYS00001705","metagenomic",,"ERR209603",
"MGYA00114501","3.0","ERS199155","MGYS00001705","metagenomic",,"ERR209481",
"MGYA00115047","3.0","ERS199311","MGYS00001705","metagenomic",,"ERR209745",
"MGYA00115079","3.0","ERS199053","MGYS00001705","metagenomic",,"ERR209177",
"MGYA00115023","3.0","ERS199109","MGYS00001705","metagenomic",,"ERR209359",
"MGYA00113879","3.0","ERS199300","MGYS00001705","metagenomic",,"ERR209722",
"MGYA00102943","3.0","ERS1138746","MGYS00001556","metagenomic",,"ERR1398078",
"MGYA00114033","3.0","ERS199063","MGYS00001705","metagenomic",,"ERR209197",
"MGYA00102924","3.0","ERS1138910","MGYS00001556","metagenomic",,"ERR1398226",
"MGYA00114658","3.0","ERS199247","MGYS00001705","metagenomic",,"ERR209642",
"MGYA00102901","3.0","ERS1138811","MGYS00001556","metagenomic",,"ERR1398160",
"MGYA00114000","3.0","ERS199245","MGYS00001705","metagenomic",,"ERR209639",
"MGYA00114525","3.0","ERS199145","MGYS00001705","metagenomic",,"ERR209471",
"MGYA00103045","3.0","ERS1138796","MGYS00001556","metagenomic",,"ERR1398241",
"MGYA00128928","3.0","ERS473366","MGYS00001799","metagenomic",,"ERR526031",
"MGYA00114194","3.0","ERS199062","MGYS00001705","metagenomic",,"ERR209195",
"MGYA00114298","3.0","ERS199381","MGYS00001705","metagenomic",,"ERR209870",
"MGYA00128733","3.0","ERS473384","MGYS00001799","metagenomic",,"ERR526049",
"MGYA00114831","3.0","ERS199167","MGYS00001705","metagenomic",,"ERR209510",
"MGYA00067597","3.0","ERS1202862","MGYS00001143","metagenomic",,"ERR1474564",
"MGYA00115143","3.0","ERS199120","MGYS00001705","metagenomic",,"ERR209404",
"MGYA00115157","3.0","ERS199031","MGYS00001705","metagenomic",,"ERR209133",
"MGYA00113480","3.0","ERS199104","MGYS00001705","metagenomic",,"ERR209334",
"MGYA00113481","3.0","ERS199280","MGYS00001705","metagenomic",,"ERR209690",
"MGYA00102905","3.0","ERS1138823","MGYS00001556","metagenomic",,"ERR1398140",
"MGYA00113553","3.0","ERS199287","MGYS00001705","metagenomic",,"ERR209703",
"MGYA00096208","3.0","ERS1069649","MGYS00001420","metagenomic",,"ERR1297812",
"MGYA00114585","3.0","ERS199287","MGYS00001705","metagenomic",,"ERR209702",
"MGYA00128740","3.0","ERS473218","MGYS00001799","metagenomic",,"ERR525883",
"MGYA00114244","3.0","ERS199244","MGYS00001705","metagenomic",,"ERR209635",
"MGYA00113992","3.0","ERS199104","MGYS00001705","metagenomic",,"ERR209338",
"MGYA00095960","3.0","ERS1069637","MGYS00001420","metagenomic",,"ERR1297773",
"MGYA00114752","3.0","ERS199050","MGYS00001705","metagenomic",,"ERR209170",
"MGYA00114384","3.0","ERS199289","MGYS00001705","metagenomic",,"ERR209706",
"MGYA00114811","3.0","ERS199096","MGYS00001705","metagenomic",,"ERR209292",
"MGYA00102889","3.0","ERS1138816","MGYS00001556","metagenomic",,"ERR1398156",
"MGYA00067582","3.0","ERS1202883","MGYS00001143","metagenomic",,"ERR1474585",
"MGYA00115014","3.0","ERS199344","MGYS00001705","metagenomic",,"ERR209808",
"MGYA00096081","3.0","ERS1069682","MGYS00001420","metagenomic",,"ERR1297813",
"MGYA00095883","3.0","ERS1069672","MGYS00001420","metagenomic",,"ERR1297737",
"MGYA00095824","3.0","ERS1069686","MGYS00001420","metagenomic",,"ERR1297643",
"MGYA00128840","3.0","ERS473186","MGYS00001799","metagenomic",,"ERR525851",
"MGYA00095981","3.0","ERS1069680","MGYS00001420","metagenomic",,"ERR1297767",
"MGYA00113460","3.0","ERS199367","MGYS00001705","metagenomic",,"ERR209845",
"MGYA00114189","3.0","ERS199191","MGYS00001705","metagenomic",,"ERR209555",
"MGYA00113978","3.0","ERS199319","MGYS00001705","metagenomic",,"ERR209760",
"MGYA00096977","3.0","ERS1509329","MGYS00001442","metagenomic",,"ERR1809156",
"MGYA00128958","3.0","ERS473397","MGYS00001799","metagenomic",,"ERR526062",
"MGYA00096215","3.0","ERS1069674","MGYS00001420","metagenomic",,"ERR1297655",
"MGYA00095877","3.0","ERS1069687","MGYS00001420","metagenomic",,"ERR1297659",
"MGYA00071222","3.0","ERS1336039","MGYS00001209","metagenomic",,"ERR1611411",
"MGYA00114392","3.0","ERS199100","MGYS00001705","metagenomic",,"ERR209311",
"MGYA00095837","3.0","ERS1069640","MGYS00001420","metagenomic",,"ERR1297710",
"MGYA00096118","3.0","ERS1069662","MGYS00001420","metagenomic",,"ERR1297725",
"MGYA00114591","3.0","ERS199086","MGYS00001705","metagenomic",,"ERR210097",
"MGYA00071204","3.0","ERS1336029","MGYS00001209","metagenomic",,"ERR1611401",
"MGYA00113639","3.0","ERS199273","MGYS00001705","metagenomic",,"ERR209678",
"MGYA00129015","3.0","ERS473286","MGYS00001799","metagenomic",,"ERR525951",
"MGYA00096069","3.0","ERS1069638","MGYS00001420","metagenomic",,"ERR1297644",
"MGYA00128753","3.0","ERS473125","MGYS00001799","metagenomic",,"ERR525790",
"MGYA00114636","3.0","ERS199077","MGYS00001705","metagenomic",,"ERR209226",
"MGYA00096026","3.0","ERS1069651","MGYS00001420","metagenomic",,"ERR1297839",
"MGYA00096163","3.0","ERS1069663","MGYS00001420","metagenomic",,"ERR1297782",
"MGYA00128769","3.0","ERS473052","MGYS00001799","metagenomic",,"ERR525717",
"MGYA00114646","3.0","ERS199258","MGYS00001705","metagenomic",,"ERR209660",
"MGYA00128796","3.0","ERS473345","MGYS00001799","metagenomic",,"ERR526010",
"MGYA00114830","3.0","ERS199360","MGYS00001705","metagenomic",,"ERR209835",
"MGYA00114651","3.0","ERS199102","MGYS00001705","metagenomic",,"ERR209322",
"MGYA00114208","3.0","ERS199332","MGYS00001705","metagenomic",,"ERR209784",
"MGYA00115131","3.0","ERS199395","MGYS00001705","metagenomic",,"ERR209905",
"MGYA00113805","3.0","ERS199326","MGYS00001705","metagenomic",,"ERR209772",
"MGYA00067602","3.0","SRS511708","MGYS00001174","metagenomic",,"SRR1044017",
"MGYA00113798","3.0","ERS199087","MGYS00001705","metagenomic",,"ERR209249",
"MGYA00096068","3.0","ERS1069642","MGYS00001420","metagenomic",,"ERR1297645",
"MGYA00114809","3.0","ERS199294","MGYS00001705","metagenomic",,"ERR209715",
"MGYA00114421","3.0","ERS199010","MGYS00001705","metagenomic",,"ERR209084",
"MGYA00084481","3.0","ERS1374926","MGYS00001303","metagenomic",,"ERR1681534",
"MGYA00067610","3.0","SRS511711","MGYS00001174","metagenomic",,"SRR1044033",
"MGYA00128870","3.0","ERS473344","MGYS00001799","metagenomic",,"ERR526009",
"MGYA00113714","3.0","ERS199090","MGYS00001705","metagenomic",,"ERR209260",
"MGYA00114292","3.0","ERS199097","MGYS00001705","metagenomic",,"ERR210148",
"MGYA00128779","3.0","ERS473053","MGYS00001799","metagenomic",,"ERR525718",
"MGYA00114231","3.0","ERS199001","MGYS00001705","metagenomic",,"ERR209058",
"MGYA00113956","3.0","ERS199281","MGYS00001705","metagenomic",,"ERR209692",
"MGYA00114555","3.0","ERS199286","MGYS00001705","metagenomic",,"ERR209700",
"MGYA00095809","3.0","ERS1069648","MGYS00001420","metagenomic",,"ERR1297640",
"MGYA00084473","3.0","ERS1374931","MGYS00001303","metagenomic",,"ERR1681536",
"MGYA00071235","3.0","ERS1336013","MGYS00001209","metagenomic",,"ERR1611385",
"MGYA00114237","3.0","ERS199106","MGYS00001705","metagenomic",,"ERR209346",
"MGYA00102964","3.0","ERS1138882","MGYS00001556","metagenomic",,"ERR1398216",
"MGYA00102994","3.0","ERS1138923","MGYS00001556","metagenomic",,"ERR1398085",
"MGYA00114144","3.0","ERS199113","MGYS00001705","metagenomic",,"ERR209379",
"MGYA00095907","3.0","ERS1069672","MGYS00001420","metagenomic",,"ERR1297694",
"MGYA00102939","3.0","ERS1138790","MGYS00001556","metagenomic",,"ERR1398249",
"MGYA00095822","3.0","ERS1069670","MGYS00001420","metagenomic",,"ERR1297660",
"MGYA00128971","3.0","ERS473307","MGYS00001799","metagenomic",,"ERR525972",
"MGYA00102977","3.0","ERS1138766","MGYS00001556","metagenomic",,"ERR1398198",
"MGYA00096161","3.0","ERS1069671","MGYS00001420","metagenomic",,"ERR1297763",
"MGYA00096116","3.0","ERS1069680","MGYS00001420","metagenomic",,"ERR1297700",
"MGYA00102975","3.0","ERS1138853","MGYS00001556","metagenomic",,"ERR1398230",
"MGYA00115043","3.0","ERS199041","MGYS00001705","metagenomic",,"ERR209152",
"MGYA00128990","3.0","ERS473049","MGYS00001799","metagenomic",,"ERR525714",
"MGYA00102897","3.0","ERS1138854","MGYS00001556","metagenomic",,"ERR1398250",
"MGYA00113470","3.0","ERS199091","MGYS00001705","metagenomic",,"ERR209265",
"MGYA00128861","3.0","ERS473081","MGYS00001799","metagenomic",,"ERR525746",
"MGYA00128666","3.0","ERS473137","MGYS00001799","metagenomic",,"ERR525802",
"MGYA00114891","3.0","ERS199067","MGYS00001705","metagenomic",,"ERR209206",
"MGYA00096994","3.0","ERS1509319","MGYS00001442","metagenomic",,"ERR1809139",
"MGYA00113476","3.0","ERS199297","MGYS00001705","metagenomic",,"ERR209720",
"MGYA00096136","3.0","ERS1069688","MGYS00001420","metagenomic",,"ERR1297674",
"MGYA00114821","3.0","ERS199358","MGYS00001705","metagenomic",,"ERR209831",
